activity_id,activity_date,swim_context,split_index,split_type,distance,distance_unit,duration_sec,pace_sec_per_100,since_start_sec,stroke_style,stroke_count,swolf,avg_hr,max_hr,start_ts,end_ts,source_row_key,pool_length,pool_length_unit
A0132,2026-03-28 02:08:51,pool,66,swim_interval,50.000,yd,40.0,80.0,3324.0,,,,137.9,138.0,3324,3364,A0132:66,,
A0132,2026-03-28 02:08:51,pool,67,rest_interval,0.000,yd,15.0,,3364.0,,,,,,3364,3379,A0132:67:REST,,
A0132,2026-03-28 02:08:51,pool,68,swim_interval,50.000,yd,40.0,80.0,3379.0,,,,137.2,139.0,3379,3419,A0132:68,,
A0132,2026-03-28 02:08:51,pool,69,rest_interval,0.000,yd,91.0,,3419.0,,,,,,3419,3510,A0132:69:REST,,
A0132,2026-03-28 02:08:51,pool,70,swim_interval,299.999,yd,288.0,96.0,3510.0,,,,135.1,140.0,3510,3798,A0132:70,,
A0132,2026-03-28 02:08:51,pool,71,rest_interval,0.000,yd,103.0,,3798.0,,,,,,3798,3901,A0132:71:REST,,
A0132,2026-03-28 02:08:51,pool,72,swim_interval,100.000,yd,91.0,91.0,3901.0,,,,126.0,150.0,3901,3992,A0132:72,,
A0132,2026-03-28 02:08:51,pool,73,rest_interval,0.000,yd,125.0,,3992.0,,,,,,3992,4117,A0132:73:REST,,
A0132,2026-03-28 02:08:51,pool,74,swim_interval,100.000,yd,88.0,88.0,4117.0,,,,126.3,145.0,4117,4205,A0132:74,,
A0132,2026-03-28 02:08:51,pool,75,rest_interval,0.000,yd,75.0,,4205.0,,,,,,4205,4280,A0132:75:REST,,
A0132,2026-03-28 02:08:51,pool,76,swim_interval,100.000,yd,89.0,89.0,4280.0,,,,101.0,101.0,4280,4369,A0132:76,,
A0132,2026-03-28 02:08:51,pool,77,rest_interval,0.000,yd,73.0,,4369.0,,,,,,4369,4442,A0132:77:REST,,
A0132,2026-03-28 02:08:51,pool,78,swim_interval,25.000,yd,18.0,72.0,4442.0,,,,122.0,122.0,4442,4460,A0132:78,,
A0132,2026-03-28 02:08:51,pool,79,rest_interval,0.000,yd,22.0,,4460.0,,,,,,4460,4482,A0132:79:REST,,
A0132,2026-03-28 02:08:51,pool,80,swim_interval,50.000,yd,45.0,90.0,4482.0,,,,126.0,130.0,4482,4527,A0132:80,,
A0132,2026-03-28 02:08:51,pool,81,rest_interval,0.000,yd,42.0,,4527.0,,,,,,4527,4569,A0132:81:REST,,
A0132,2026-03-28 02:08:51,pool,82,swim_interval,50.000,yd,48.0,96.0,4569.0,,,,122.9,125.0,4569,4617,A0132:82,,
A0132,2026-03-28 02:08:51,pool,83,rest_interval,0.000,yd,23.0,,4617.0,,,,,,4617,4640,A0132:83:REST,,
A0132,2026-03-28 02:08:51,pool,84,swim_interval,150.000,yd,159.0,106.0,4640.0,,,,125.2,126.0,4640,4799,A0132:84,,
A0132,2026-03-28 02:08:51,pool,85,rest_interval,0.000,yd,18.0,,4799.0,,,,,,4799,4817,A0132:85:REST,,
A0139,2026-03-25 00:08:54,pool,1,swim_interval,25.000,yd,49.0,196.0,0.0,,,,80.2,82.0,0,49,A0139:1,,
A0139,2026-03-25 00:08:54,pool,2,swim_interval,25.000,yd,116.0,464.0,49.0,,,,81.7,97.0,49,165,A0139:2,,
A0139,2026-03-25 00:08:54,pool,3,rest_interval,0.000,yd,28.0,,165.0,,,,,,165,193,A0139:3:REST,,
A0139,2026-03-25 00:08:54,pool,4,swim_interval,25.000,yd,3.0,12.0,193.0,,,,0.0,97.0,193,196,A0139:4,,
A0139,2026-03-25 00:08:54,pool,5,rest_interval,0.000,yd,17.0,,196.0,,,,,,196,213,A0139:5:REST,,
A0139,2026-03-25 00:08:54,pool,6,swim_interval,25.000,yd,23.0,92.0,213.0,,,,106.6,109.0,213,236,A0139:6,,
A0139,2026-03-25 00:08:54,pool,7,swim_interval,25.000,yd,2.0,8.0,236.0,,,,0.0,106.0,236,238,A0139:7,,
A0139,2026-03-25 00:08:54,pool,8,rest_interval,0.000,yd,23.0,,238.0,,,,,,238,261,A0139:8:REST,,
A0139,2026-03-25 00:08:54,pool,9,swim_interval,25.000,yd,7.0,28.0,261.0,,,,0.0,109.0,261,268,A0139:9,,
A0139,2026-03-25 00:08:54,pool,10,rest_interval,0.000,yd,34.0,,268.0,,,,,,268,302,A0139:10:REST,,
A0139,2026-03-25 00:08:54,pool,11,swim_interval,25.000,yd,10.0,40.0,302.0,,,,102.1,103.0,302,312,A0139:11,,
A0139,2026-03-25 00:08:54,pool,12,rest_interval,0.000,yd,41.0,,312.0,,,,,,312,353,A0139:12:REST,,
A0139,2026-03-25 00:08:54,pool,13,swim_interval,25.000,yd,6.0,24.0,353.0,,,,0.0,107.0,353,359,A0139:13,,
A0139,2026-03-25 00:08:54,pool,14,swim_interval,25.000,yd,7.0,28.0,359.0,,,,0.0,109.0,359,366,A0139:14,,
A0139,2026-03-25 00:08:54,pool,15,rest_interval,0.000,yd,41.0,,366.0,,,,,,366,407,A0139:15:REST,,
A0139,2026-03-25 00:08:54,pool,16,swim_interval,25.000,yd,5.0,20.0,407.0,,,,101.0,102.0,407,412,A0139:16,,
A0139,2026-03-25 00:08:54,pool,17,rest_interval,0.000,yd,14.0,,412.0,,,,,,412,426,A0139:17:REST,,
A0139,2026-03-25 00:08:54,pool,18,swim_interval,25.000,yd,27.0,108.0,426.0,,,,109.8,115.0,426,453,A0139:18,,
A0139,2026-03-25 00:08:54,pool,19,swim_interval,25.000,yd,6.0,24.0,453.0,,,,114.0,114.0,453,459,A0139:19,,
A0139,2026-03-25 00:08:54,pool,20,rest_interval,0.000,yd,15.0,,459.0,,,,,,459,474,A0139:20:REST,,
A0139,2026-03-25 00:08:54,pool,21,swim_interval,25.000,yd,14.0,56.0,474.0,,,,118.8,124.0,474,488,A0139:21,,
A0139,2026-03-25 00:08:54,pool,22,rest_interval,0.000,yd,23.0,,488.0,,,,,,488,511,A0139:22:REST,,
A0139,2026-03-25 00:08:54,pool,23,swim_interval,25.000,yd,31.0,124.0,511.0,,,,116.1,119.0,511,542,A0139:23,,
A0139,2026-03-25 00:08:54,pool,24,rest_interval,0.000,yd,17.0,,542.0,,,,,,542,559,A0139:24:REST,,
A0139,2026-03-25 00:08:54,pool,25,swim_interval,25.000,yd,26.0,104.0,559.0,,,,0.0,117.0,559,585,A0139:25,,
A0139,2026-03-25 00:08:54,pool,26,swim_interval,25.000,yd,36.0,144.0,585.0,,,,111.4,122.0,585,621,A0139:26,,
A0139,2026-03-25 00:08:54,pool,27,rest_interval,0.000,yd,20.0,,621.0,,,,,,621,641,A0139:27:REST,,
A0139,2026-03-25 00:08:54,pool,28,swim_interval,50.000,yd,22.0,44.0,641.0,,,,119.0,119.0,641,663,A0139:28,,
A0139,2026-03-25 00:08:54,pool,29,rest_interval,0.000,yd,25.0,,663.0,,,,,,663,688,A0139:29:REST,,
A0139,2026-03-25 00:08:54,pool,30,swim_interval,25.000,yd,5.0,20.0,688.0,,,,121.0,123.0,688,693,A0139:30,,
A0139,2026-03-25 00:08:54,pool,31,rest_interval,0.000,yd,15.0,,693.0,,,,,,693,708,A0139:31:REST,,
A0139,2026-03-25 00:08:54,pool,32,swim_interval,25.000,yd,2.0,8.0,708.0,,,,0.0,127.0,708,710,A0139:32,,
A0139,2026-03-25 00:08:54,pool,33,rest_interval,0.000,yd,32.0,,710.0,,,,,,710,742,A0139:33:REST,,
A0139,2026-03-25 00:08:54,pool,34,swim_interval,25.000,yd,5.0,20.0,742.0,,,,0.0,119.0,742,747,A0139:34,,
A0139,2026-03-25 00:08:54,pool,35,rest_interval,0.000,yd,14.0,,747.0,,,,,,747,761,A0139:35:REST,,
A0139,2026-03-25 00:08:54,pool,36,swim_interval,25.000,yd,27.0,108.0,761.0,,,,122.1,126.0,761,788,A0139:36,,
A0139,2026-03-25 00:08:54,pool,37,swim_interval,25.000,yd,3.0,12.0,788.0,,,,0.0,119.0,788,791,A0139:37,,
A0139,2026-03-25 00:08:54,pool,38,rest_interval,0.000,yd,20.0,,791.0,,,,,,791,811,A0139:38:REST,,
A0139,2026-03-25 00:08:54,pool,39,rest_interval,0.000,yd,1.0,,811.0,,,,,,811,812,A0139:39:REST,,
A0139,2026-03-25 00:08:54,pool,40,rest_interval,0.000,yd,34.0,,812.0,,,,,,812,846,A0139:40:REST,,
A0139,2026-03-25 00:08:54,pool,41,swim_interval,25.000,yd,6.0,24.0,846.0,,,,123.0,125.0,846,852,A0139:41,,
A0139,2026-03-25 00:08:54,pool,42,rest_interval,0.000,yd,21.0,,852.0,,,,,,852,873,A0139:42:REST,,
A0139,2026-03-25 00:08:54,pool,43,swim_interval,25.000,yd,24.0,96.0,873.0,,,,118.1,125.0,873,897,A0139:43,,
A0139,2026-03-25 00:08:54,pool,44,swim_interval,25.000,yd,8.0,32.0,897.0,,,,118.0,118.0,897,905,A0139:44,,
A0139,2026-03-25 00:08:54,pool,45,rest_interval,0.000,yd,23.0,,905.0,,,,,,905,928,A0139:45:REST,,
A0139,2026-03-25 00:08:54,pool,46,swim_interval,25.000,yd,17.0,68.0,928.0,,,,114.2,121.0,928,945,A0139:46,,
A0139,2026-03-25 00:08:54,pool,47,rest_interval,0.000,yd,19.0,,945.0,,,,,,945,964,A0139:47:REST,,
A0139,2026-03-25 00:08:54,pool,48,swim_interval,25.000,yd,5.0,20.0,964.0,,,,112.0,112.0,964,969,A0139:48,,
A0139,2026-03-25 00:08:54,pool,49,rest_interval,0.000,yd,14.0,,969.0,,,,,,969,983,A0139:49:REST,,
A0139,2026-03-25 00:08:54,pool,50,swim_interval,25.000,yd,24.0,96.0,983.0,,,,117.9,122.0,983,1007,A0139:50,,
A0139,2026-03-25 00:08:54,pool,51,swim_interval,25.000,yd,4.0,16.0,1007.0,,,,0.0,110.0,1007,1011,A0139:51,,
A0139,2026-03-25 00:08:54,pool,52,rest_interval,0.000,yd,17.0,,1011.0,,,,,,1011,1028,A0139:52:REST,,
A0139,2026-03-25 00:08:54,pool,53,swim_interval,25.000,yd,65.0,260.0,1028.0,,,,104.2,123.0,1028,1093,A0139:53,,
A0139,2026-03-25 00:08:54,pool,54,rest_interval,0.000,yd,17.0,,1093.0,,,,,,1093,1110,A0139:54:REST,,
A0139,2026-03-25 00:08:54,pool,55,swim_interval,25.000,yd,23.0,92.0,1110.0,,,,114.5,121.0,1110,1133,A0139:55,,
A0139,2026-03-25 00:08:54,pool,56,rest_interval,0.000,yd,23.0,,1133.0,,,,,,1133,1156,A0139:56:REST,,
A0139,2026-03-25 00:08:54,pool,57,swim_interval,25.000,yd,13.0,52.0,1156.0,,,,122.0,127.0,1156,1169,A0139:57,,
A0139,2026-03-25 00:08:54,pool,58,swim_interval,25.000,yd,20.0,80.0,1169.0,,,,115.4,121.0,1169,1189,A0139:58,,
A0139,2026-03-25 00:08:54,pool,59,rest_interval,0.000,yd,18.0,,1189.0,,,,,,1189,1207,A0139:59:REST,,
A0139,2026-03-25 00:08:54,pool,60,swim_interval,25.000,yd,20.0,80.0,1207.0,,,,123.7,126.0,1207,1227,A0139:60,,
A0139,2026-03-25 00:08:54,pool,61,rest_interval,0.000,yd,19.0,,1227.0,,,,,,1227,1246,A0139:61:REST,,
A0139,2026-03-25 00:08:54,pool,62,swim_interval,50.000,yd,24.0,48.0,1246.0,,,,114.5,122.0,1246,1270,A0139:62,,
A0139,2026-03-25 00:08:54,pool,63,rest_interval,0.000,yd,52.0,,1270.0,,,,,,1270,1322,A0139:63:REST,,
A0139,2026-03-25 00:08:54,pool,64,swim_interval,25.000,yd,23.0,92.0,1322.0,,,,115.3,117.0,1322,1345,A0139:64,,
A0139,2026-03-25 00:08:54,pool,65,rest_interval,0.000,yd,18.0,,1345.0,,,,,,1345,1363,A0139:65:REST,,
A0139,2026-03-25 00:08:54,pool,66,swim_interval,25.000,yd,40.0,160.0,1363.0,,,,116.0,125.0,1363,1403,A0139:66,,
A0139,2026-03-25 00:08:54,pool,67,swim_interval,100.000,yd,98.0,98.0,1403.0,,,,123.5,129.0,1403,1501,A0139:67,,
A0139,2026-03-25 00:08:54,pool,68,rest_interval,0.000,yd,127.0,,1501.0,,,,,,1501,1628,A0139:68:REST,,
A0139,2026-03-25 00:08:54,pool,69,swim_interval,75.000,yd,77.0,102.7,1628.0,,,,120.8,126.0,1628,1705,A0139:69,,
A0139,2026-03-25 00:08:54,pool,70,rest_interval,0.000,yd,24.0,,1705.0,,,,,,1705,1729,A0139:70:REST,,
A0139,2026-03-25 00:08:54,pool,71,swim_interval,75.000,yd,75.0,100.0,1729.0,,,,135.9,138.0,1729,1804,A0139:71,,
A0139,2026-03-25 00:08:54,pool,72,rest_interval,0.000,yd,14.0,,1804.0,,,,,,1804,1818,A0139:72:REST,,
A0139,2026-03-25 00:08:54,pool,73,swim_interval,100.000,yd,100.0,100.0,1818.0,,,,142.5,146.0,1818,1918,A0139:73,,
A0139,2026-03-25 00:08:54,pool,74,rest_interval,0.000,yd,20.0,,1918.0,,,,,,1918,1938,A0139:74:REST,,
A0139,2026-03-25 00:08:54,pool,75,swim_interval,50.000,yd,18.0,36.0,1938.0,,,,140.4,147.0,1938,1956,A0139:75,,
A0139,2026-03-25 00:08:54,pool,76,rest_interval,0.000,yd,53.0,,1956.0,,,,,,1956,2009,A0139:76:REST,,
A0139,2026-03-25 00:08:54,pool,77,swim_interval,25.000,yd,17.0,68.0,2009.0,,,,140.9,143.0,2009,2026,A0139:77,,
A0139,2026-03-25 00:08:54,pool,78,swim_interval,75.000,yd,80.0,106.7,2026.0,,,,144.7,147.0,2026,2106,A0139:78,,
A0139,2026-03-25 00:08:54,pool,79,rest_interval,0.000,yd,14.0,,2106.0,,,,,,2106,2120,A0139:79:REST,,
A0139,2026-03-25 00:08:54,pool,80,swim_interval,100.000,yd,100.0,100.0,2120.0,,,,145.1,147.0,2120,2220,A0139:80,,
A0139,2026-03-25 00:08:54,pool,81,rest_interval,0.000,yd,101.0,,2220.0,,,,,,2220,2321,A0139:81:REST,,
A0139,2026-03-25 00:08:54,pool,82,swim_interval,199.999,yd,185.0,92.5,2321.0,,,,126.9,127.0,2321,2506,A0139:82,,
A0139,2026-03-25 00:08:54,pool,83,rest_interval,0.000,yd,294.0,,2506.0,,,,,,2506,2800,A0139:83:REST,,
A0139,2026-03-25 00:08:54,pool,84,swim_interval,150.000,yd,153.0,102.0,2800.0,,,,127.5,132.0,2800,2953,A0139:84,,
A0139,2026-03-25 00:08:54,pool,85,rest_interval,0.000,yd,10.0,,2953.0,,,,,,2953,2963,A0139:85:REST,,
A0154,2026-03-13 08:49:35,open_water,1,distance_split,100.000,yd,93.8,93.8,0.0,,,,104.2,165.0,0,93.8,A0154:1,,
A0154,2026-03-13 08:49:35,open_water,2,distance_split,100.000,yd,171.6,171.6,93.8,,,,165.8,172.0,93.8,265.4,A0154:2,,
A0154,2026-03-13 08:49:35,open_water,3,distance_split,100.000,yd,124.2,124.2,265.4,,,,169.0,174.0,265.4,389.6,A0154:3,,
A0154,2026-03-13 08:49:35,open_water,4,distance_split,100.000,yd,117.1,117.1,389.6,,,,168.9,174.0,389.6,506.7,A0154:4,,
A0154,2026-03-13 08:49:35,open_water,5,distance_split,100.000,yd,264.0,264.0,506.7,,,,120.3,168.0,506.7,770.7,A0154:5,,
A0154,2026-03-13 08:49:35,open_water,6,distance_split,100.000,yd,156.5,156.5,770.7,,,,129.0,159.0,770.7,927.2,A0154:6,,
A0154,2026-03-13 08:49:35,open_water,7,distance_split,100.000,yd,120.1,120.1,927.2,,,,160.1,164.0,927.2,1047.3,A0154:7,,
A0154,2026-03-13 08:49:35,open_water,8,distance_split,100.000,yd,144.1,144.1,1047.3,,,,166.6,167.0,1047.3,1191.4,A0154:8,,
A0154,2026-03-13 08:49:35,open_water,9,distance_split,100.000,yd,156.4,156.4,1191.4,,,,165.9,168.0,1191.4,1347.8,A0154:9,,
A0154,2026-03-13 08:49:35,open_water,10,distance_split,100.000,yd,137.6,137.6,1347.8,,,,165.5,167.0,1347.8,1485.3,A0154:10,,
A0154,2026-03-13 08:49:35,open_water,11,distance_split,27.012,yd,68.7,254.2,1485.3,,,,160.2,165.0,1485.3,1554,A0154:11,,
A0159,2026-03-11 00:08:30,pool,1,swim_interval,100.000,yd,106.0,106.0,0.0,,,,82.5,83.0,0,106,A0159:1,,
A0159,2026-03-11 00:08:30,pool,2,rest_interval,0.000,yd,199.0,,106.0,,,,,,106,305,A0159:2:REST,,
A0159,2026-03-11 00:08:30,pool,3,swim_interval,199.999,yd,193.0,96.5,305.0,,,,98.9,104.0,305,498,A0159:3,,
A0159,2026-03-11 00:08:30,pool,4,rest_interval,0.000,yd,68.0,,498.0,,,,,,498,566,A0159:4:REST,,
A0159,2026-03-11 00:08:30,pool,5,swim_interval,75.000,yd,71.0,94.7,566.0,,,,106.2,108.0,566,637,A0159:5,,
A0159,2026-03-11 00:08:30,pool,6,rest_interval,0.000,yd,23.0,,637.0,,,,,,637,660,A0159:6:REST,,
A0159,2026-03-11 00:08:30,pool,7,swim_interval,75.000,yd,72.0,96.0,660.0,,,,124.8,129.0,660,732,A0159:7,,
A0159,2026-03-11 00:08:30,pool,8,rest_interval,0.000,yd,16.0,,732.0,,,,,,732,748,A0159:8:REST,,
A0159,2026-03-11 00:08:30,pool,9,swim_interval,75.000,yd,69.0,92.0,748.0,,,,125.5,131.0,748,817,A0159:9,,
A0159,2026-03-11 00:08:30,pool,10,rest_interval,0.000,yd,26.0,,817.0,,,,,,817,843,A0159:10:REST,,
A0159,2026-03-11 00:08:30,pool,11,swim_interval,75.000,yd,71.0,94.7,843.0,,,,126.5,130.0,843,914,A0159:11,,
A0159,2026-03-11 00:08:30,pool,12,rest_interval,0.000,yd,73.0,,914.0,,,,,,914,987,A0159:12:REST,,
A0159,2026-03-11 00:08:30,pool,13,swim_interval,199.999,yd,186.0,93.0,987.0,,,,122.3,127.0,987,1173,A0159:13,,
A0159,2026-03-11 00:08:30,pool,14,rest_interval,0.000,yd,38.0,,1173.0,,,,,,1173,1211,A0159:14:REST,,
A0159,2026-03-11 00:08:30,pool,15,swim_interval,100.000,yd,93.0,93.0,1211.0,,,,126.0,129.0,1211,1304,A0159:15,,
A0159,2026-03-11 00:08:30,pool,16,rest_interval,0.000,yd,26.0,,1304.0,,,,,,1304,1330,A0159:16:REST,,
A0159,2026-03-11 00:08:30,pool,17,swim_interval,75.000,yd,94.0,125.3,1330.0,,,,131.8,139.0,1330,1424,A0159:17,,
A0159,2026-03-11 00:08:30,pool,18,swim_interval,25.000,yd,130.0,520.0,1424.0,,,,105.9,138.0,1424,1554,A0159:18,,
A0159,2026-03-11 00:08:30,pool,19,rest_interval,0.000,yd,16.0,,1554.0,,,,,,1554,1570,A0159:19:REST,,
A0159,2026-03-11 00:08:30,pool,20,swim_interval,25.000,yd,26.0,104.0,1570.0,,,,118.0,124.0,1570,1596,A0159:20,,
A0159,2026-03-11 00:08:30,pool,21,rest_interval,0.000,yd,17.0,,1596.0,,,,,,1596,1613,A0159:21:REST,,
A0159,2026-03-11 00:08:30,pool,22,swim_interval,25.000,yd,28.0,112.0,1613.0,,,,121.7,128.0,1613,1641,A0159:22,,
A0159,2026-03-11 00:08:30,pool,23,rest_interval,0.000,yd,16.0,,1641.0,,,,,,1641,1657,A0159:23:REST,,
A0159,2026-03-11 00:08:30,pool,24,swim_interval,25.000,yd,28.0,112.0,1657.0,,,,122.1,127.0,1657,1685,A0159:24,,
A0159,2026-03-11 00:08:30,pool,25,rest_interval,0.000,yd,19.0,,1685.0,,,,,,1685,1704,A0159:25:REST,,
A0159,2026-03-11 00:08:30,pool,26,swim_interval,25.000,yd,54.0,216.0,1704.0,,,,114.3,132.0,1704,1758,A0159:26,,
A0159,2026-03-11 00:08:30,pool,27,swim_interval,199.999,yd,183.0,91.5,1758.0,,,,129.2,135.0,1758,1941,A0159:27,,
A0159,2026-03-11 00:08:30,pool,28,rest_interval,0.000,yd,65.0,,1941.0,,,,,,1941,2006,A0159:28:REST,,
A0159,2026-03-11 00:08:30,pool,29,swim_interval,100.000,yd,88.0,88.0,2006.0,,,,128.2,136.0,2006,2094,A0159:29,,
A0159,2026-03-11 00:08:30,pool,30,rest_interval,0.000,yd,33.0,,2094.0,,,,,,2094,2127,A0159:30:REST,,
A0159,2026-03-11 00:08:30,pool,31,swim_interval,75.000,yd,87.0,116.0,2127.0,,,,132.1,139.0,2127,2214,A0159:31,,
A0159,2026-03-11 00:08:30,pool,32,swim_interval,25.000,yd,30.0,120.0,2214.0,,,,127.3,138.0,2214,2244,A0159:32,,
A0159,2026-03-11 00:08:30,pool,33,rest_interval,0.000,yd,16.0,,2244.0,,,,,,2244,2260,A0159:33:REST,,
A0159,2026-03-11 00:08:30,pool,34,swim_interval,25.000,yd,28.0,112.0,2260.0,,,,123.0,133.0,2260,2288,A0159:34,,
A0159,2026-03-11 00:08:30,pool,35,rest_interval,0.000,yd,15.0,,2288.0,,,,,,2288,2303,A0159:35:REST,,
A0159,2026-03-11 00:08:30,pool,36,swim_interval,25.000,yd,29.0,116.0,2303.0,,,,123.3,134.0,2303,2332,A0159:36,,
A0159,2026-03-11 00:08:30,pool,37,rest_interval,0.000,yd,16.0,,2332.0,,,,,,2332,2348,A0159:37:REST,,
A0159,2026-03-11 00:08:30,pool,38,swim_interval,25.000,yd,28.0,112.0,2348.0,,,,128.1,136.0,2348,2376,A0159:38,,
A0159,2026-03-11 00:08:30,pool,39,rest_interval,0.000,yd,17.0,,2376.0,,,,,,2376,2393,A0159:39:REST,,
A0159,2026-03-11 00:08:30,pool,40,swim_interval,25.000,yd,112.0,448.0,2393.0,,,,104.9,134.0,2393,2505,A0159:40,,
A0159,2026-03-11 00:08:30,pool,41,swim_interval,199.999,yd,198.0,99.0,2505.0,,,,123.0,128.0,2505,2703,A0159:41,,
A0159,2026-03-11 00:08:30,pool,42,rest_interval,0.000,yd,14.0,,2703.0,,,,,,2703,2717,A0159:42:REST,,
A0172,2026-03-07 01:19:46,open_water,1,distance_split,100.000,yd,110.1,110.1,0.0,,,,114.7,118.0,0,110.1,A0172:1,,
A0172,2026-03-07 01:19:46,open_water,2,distance_split,100.000,yd,124.6,124.6,110.1,,,,118.0,118.0,110.1,234.7,A0172:2,,
A0172,2026-03-07 01:19:46,open_water,3,distance_split,100.000,yd,114.2,114.2,234.7,,,,118.0,118.0,234.7,348.9,A0172:3,,
A0172,2026-03-07 01:19:46,open_water,4,distance_split,100.000,yd,126.2,126.2,348.9,,,,118.0,118.0,348.9,475.1,A0172:4,,
A0172,2026-03-07 01:19:46,open_water,5,distance_split,100.000,yd,138.4,138.4,475.1,,,,118.0,118.0,475.1,613.5,A0172:5,,
A0172,2026-03-07 01:19:46,open_water,6,distance_split,100.000,yd,127.3,127.3,613.5,,,,118.0,118.0,613.5,740.8,A0172:6,,
A0172,2026-03-07 01:19:46,open_water,7,distance_split,100.000,yd,126.7,126.7,740.8,,,,118.0,118.0,740.8,867.5,A0172:7,,
A0172,2026-03-07 01:19:46,open_water,8,distance_split,100.000,yd,172.6,172.6,867.5,,,,118.0,118.0,867.5,1040.1,A0172:8,,
A0172,2026-03-07 01:19:46,open_water,9,distance_split,100.000,yd,204.4,204.4,1040.1,,,,107.8,121.0,1040.1,1244.5,A0172:9,,
A0172,2026-03-07 01:19:46,open_water,10,distance_split,100.000,yd,101.4,101.4,1244.5,,,,108.0,108.0,1244.5,1345.9,A0172:10,,
A0172,2026-03-07 01:19:46,open_water,11,distance_split,100.000,yd,113.8,113.8,1345.9,,,,108.0,108.0,1345.9,1459.7,A0172:11,,
A0172,2026-03-07 01:19:46,open_water,12,distance_split,100.000,yd,112.8,112.8,1459.7,,,,108.0,108.0,1459.7,1572.5,A0172:12,,
A0172,2026-03-07 01:19:46,open_water,13,distance_split,100.000,yd,108.9,108.9,1572.5,,,,108.0,108.0,1572.5,1681.4,A0172:13,,
A0172,2026-03-07 01:19:46,open_water,14,distance_split,100.000,yd,90.6,90.6,1681.4,,,,108.0,108.0,1681.4,1772,A0172:14,,
A0172,2026-03-07 01:19:46,open_water,15,distance_split,100.000,yd,91.9,91.9,1772.0,,,,108.0,108.0,1772,1863.8,A0172:15,,
A0172,2026-03-07 01:19:46,open_water,16,distance_split,100.000,yd,97.1,97.1,1863.8,,,,108.0,108.0,1863.8,1960.9,A0172:16,,
A0172,2026-03-07 01:19:46,open_water,17,distance_split,100.000,yd,114.0,114.0,1960.9,,,,108.0,108.0,1960.9,2074.9,A0172:17,,
A0172,2026-03-07 01:19:46,open_water,18,distance_split,100.000,yd,155.3,155.3,2074.9,,,,108.2,119.0,2074.9,2230.2,A0172:18,,
A0172,2026-03-07 01:19:46,open_water,19,distance_split,100.000,yd,121.2,121.2,2230.2,,,,119.0,119.0,2230.2,2351.4,A0172:19,,
A0172,2026-03-07 01:19:46,open_water,20,distance_split,100.000,yd,75.6,75.6,2351.4,,,,119.0,119.0,2351.4,2427,A0172:20,,
A0172,2026-03-07 01:19:46,open_water,21,distance_split,76.006,yd,85.0,111.8,2427.0,,,,119.0,119.0,2427,2512,A0172:21,,
A0176,2026-03-05 23:06:05,pool,1,swim_interval,199.999,yd,224.0,112.0,0.0,,,,89.5,90.0,0,224,A0176:1,,
A0176,2026-03-05 23:06:05,pool,2,rest_interval,0.000,yd,138.0,,224.0,,,,,,224,362,A0176:2:REST,,
A0176,2026-03-05 23:06:05,pool,3,swim_interval,75.000,yd,77.0,102.7,362.0,,,,104.9,108.0,362,439,A0176:3,,
A0176,2026-03-05 23:06:05,pool,4,rest_interval,0.000,yd,28.0,,439.0,,,,,,439,467,A0176:4:REST,,
A0176,2026-03-05 23:06:05,pool,5,swim_interval,100.000,yd,94.0,94.0,467.0,,,,117.7,121.0,467,561,A0176:5,,
A0176,2026-03-05 23:06:05,pool,6,rest_interval,0.000,yd,13.0,,561.0,,,,,,561,574,A0176:6:REST,,
A0176,2026-03-05 23:06:05,pool,7,swim_interval,75.000,yd,105.0,140.0,574.0,,,,123.7,128.0,574,679,A0176:7,,
A0176,2026-03-05 23:06:05,pool,8,swim_interval,25.000,yd,67.0,268.0,679.0,,,,100.5,127.0,679,746,A0176:8,,
A0176,2026-03-05 23:06:05,pool,9,rest_interval,0.000,yd,15.0,,746.0,,,,,,746,761,A0176:9:REST,,
A0176,2026-03-05 23:06:05,pool,10,swim_interval,175.000,yd,214.0,122.3,761.0,,,,120.3,127.0,761,975,A0176:10,,
A0176,2026-03-05 23:06:05,pool,11,swim_interval,25.000,yd,35.0,140.0,975.0,,,,111.4,118.0,975,1010,A0176:11,,
A0176,2026-03-05 23:06:05,pool,12,rest_interval,0.000,yd,16.0,,1010.0,,,,,,1010,1026,A0176:12:REST,,
A0176,2026-03-05 23:06:05,pool,13,swim_interval,25.000,yd,4.0,16.0,1026.0,,,,0.0,112.0,1026,1030,A0176:13,,
A0176,2026-03-05 23:06:05,pool,14,rest_interval,0.000,yd,19.0,,1030.0,,,,,,1030,1049,A0176:14:REST,,
A0176,2026-03-05 23:06:05,pool,15,swim_interval,25.000,yd,8.0,32.0,1049.0,,,,124.6,125.0,1049,1057,A0176:15,,
A0176,2026-03-05 23:06:05,pool,16,rest_interval,0.000,yd,27.0,,1057.0,,,,,,1057,1084,A0176:16:REST,,
A0176,2026-03-05 23:06:05,pool,17,swim_interval,25.000,yd,2.0,8.0,1084.0,,,,0.0,115.0,1084,1086,A0176:17,,
A0176,2026-03-05 23:06:05,pool,18,rest_interval,0.000,yd,20.0,,1086.0,,,,,,1086,1106,A0176:18:REST,,
A0176,2026-03-05 23:06:05,pool,19,swim_interval,25.000,yd,8.0,32.0,1106.0,,,,121.0,127.0,1106,1114,A0176:19,,
