activity_id,activity_date,swim_context,split_index,split_type,distance,distance_unit,duration_sec,pace_sec_per_100,since_start_sec,stroke_style,stroke_count,swolf,avg_hr,max_hr,start_ts,end_ts,source_row_key,pool_length,pool_length_unit
A0005,2026-05-13 00:10:59,pool,1,swim_interval,50.000,yd,51.0,102.0,0.0,,,,78.3,79.0,0,51,A0005:1,,
A0005,2026-05-13 00:10:59,pool,2,swim_interval,25.000,yd,42.0,168.0,51.0,,,,97.0,127.0,51,93,A0005:2,,
A0005,2026-05-13 00:10:59,pool,3,rest_interval,0.000,yd,16.0,,93.0,,,,,,93,109,A0005:3:REST,,
A0005,2026-05-13 00:10:59,pool,4,swim_interval,25.000,yd,3.0,12.0,109.0,,,,0.0,100.0,109,112,A0005:4,,
A0005,2026-05-13 00:10:59,pool,5,rest_interval,0.000,yd,22.0,,112.0,,,,,,112,134,A0005:5:REST,,
A0005,2026-05-13 00:10:59,pool,6,swim_interval,25.000,yd,3.0,12.0,134.0,,,,0.0,108.0,134,137,A0005:6,,
A0005,2026-05-13 00:10:59,pool,7,rest_interval,0.000,yd,30.0,,137.0,,,,,,137,167,A0005:7:REST,,
A0005,2026-05-13 00:10:59,pool,8,swim_interval,25.000,yd,2.0,8.0,167.0,,,,0.0,102.0,167,169,A0005:8,,
A0005,2026-05-13 00:10:59,pool,9,rest_interval,0.000,yd,17.0,,169.0,,,,,,169,186,A0005:9:REST,,
A0005,2026-05-13 00:10:59,pool,10,swim_interval,25.000,yd,40.0,160.0,186.0,,,,102.6,107.0,186,226,A0005:10,,
A0005,2026-05-13 00:10:59,pool,11,swim_interval,25.000,yd,3.0,12.0,226.0,,,,0.0,98.0,226,229,A0005:11,,
A0005,2026-05-13 00:10:59,pool,12,rest_interval,0.000,yd,17.0,,229.0,,,,,,229,246,A0005:12:REST,,
A0005,2026-05-13 00:10:59,pool,13,swim_interval,25.000,yd,4.0,16.0,246.0,,,,111.0,111.0,246,250,A0005:13,,
A0005,2026-05-13 00:10:59,pool,14,rest_interval,0.000,yd,35.0,,250.0,,,,,,250,285,A0005:14:REST,,
A0005,2026-05-13 00:10:59,pool,15,swim_interval,25.000,yd,3.0,12.0,285.0,,,,101.3,102.0,285,288,A0005:15,,
A0005,2026-05-13 00:10:59,pool,16,rest_interval,0.000,yd,19.0,,288.0,,,,,,288,307,A0005:16:REST,,
A0005,2026-05-13 00:10:59,pool,17,swim_interval,25.000,yd,3.0,12.0,307.0,,,,0.0,106.0,307,310,A0005:17,,
A0005,2026-05-13 00:10:59,pool,18,rest_interval,0.000,yd,31.0,,310.0,,,,,,310,341,A0005:18:REST,,
A0005,2026-05-13 00:10:59,pool,19,swim_interval,25.000,yd,5.0,20.0,341.0,,,,104.0,104.0,341,346,A0005:19,,
A0005,2026-05-13 00:10:59,pool,20,rest_interval,0.000,yd,14.0,,346.0,,,,,,346,360,A0005:20:REST,,
A0005,2026-05-13 00:10:59,pool,21,swim_interval,25.000,yd,5.0,20.0,360.0,,,,0.0,107.0,360,365,A0005:21,,
A0005,2026-05-13 00:10:59,pool,22,rest_interval,0.000,yd,34.0,,365.0,,,,,,365,399,A0005:22:REST,,
A0005,2026-05-13 00:10:59,pool,23,swim_interval,25.000,yd,5.0,20.0,399.0,,,,102.4,103.0,399,404,A0005:23,,
A0005,2026-05-13 00:10:59,pool,24,rest_interval,0.000,yd,18.0,,404.0,,,,,,404,422,A0005:24:REST,,
A0005,2026-05-13 00:10:59,pool,25,swim_interval,25.000,yd,29.0,116.0,422.0,,,,100.5,109.0,422,451,A0005:25,,
A0005,2026-05-13 00:10:59,pool,26,swim_interval,125.000,yd,107.0,85.6,451.0,,,,106.3,115.0,451,558,A0005:26,,
A0005,2026-05-13 00:10:59,pool,27,rest_interval,0.000,yd,18.0,,558.0,,,,,,558,576,A0005:27:REST,,
A0005,2026-05-13 00:10:59,pool,28,swim_interval,25.000,yd,13.0,52.0,576.0,,,,117.6,118.0,576,589,A0005:28,,
A0005,2026-05-13 00:10:59,pool,29,swim_interval,100.000,yd,106.0,106.0,589.0,,,,124.9,128.0,589,695,A0005:29,,
A0005,2026-05-13 00:10:59,pool,30,rest_interval,0.000,yd,86.0,,695.0,,,,,,695,781,A0005:30:REST,,
A0005,2026-05-13 00:10:59,pool,31,swim_interval,399.999,yd,362.0,90.5,781.0,,,,128.6,140.0,781,1143,A0005:31,,
A0005,2026-05-13 00:10:59,pool,32,rest_interval,0.000,yd,39.0,,1143.0,,,,,,1143,1182,A0005:32:REST,,
A0005,2026-05-13 00:10:59,pool,33,swim_interval,199.999,yd,193.0,96.5,1182.0,,,,129.6,140.0,1182,1375,A0005:33,,
A0005,2026-05-13 00:10:59,pool,34,rest_interval,0.000,yd,21.0,,1375.0,,,,,,1375,1396,A0005:34:REST,,
A0005,2026-05-13 00:10:59,pool,35,swim_interval,199.999,yd,191.0,95.5,1396.0,,,,140.3,145.0,1396,1587,A0005:35,,
A0005,2026-05-13 00:10:59,pool,36,rest_interval,0.000,yd,78.0,,1587.0,,,,,,1587,1665,A0005:36:REST,,
A0005,2026-05-13 00:10:59,pool,37,swim_interval,100.000,yd,87.0,87.0,1665.0,,,,131.6,141.0,1665,1752,A0005:37,,
A0005,2026-05-13 00:10:59,pool,38,rest_interval,0.000,yd,32.0,,1752.0,,,,,,1752,1784,A0005:38:REST,,
A0005,2026-05-13 00:10:59,pool,39,swim_interval,100.000,yd,88.0,88.0,1784.0,,,,137.6,143.0,1784,1872,A0005:39,,
A0005,2026-05-13 00:10:59,pool,40,rest_interval,0.000,yd,31.0,,1872.0,,,,,,1872,1903,A0005:40:REST,,
A0005,2026-05-13 00:10:59,pool,41,swim_interval,100.000,yd,89.0,89.0,1903.0,,,,136.7,142.0,1903,1992,A0005:41,,
A0005,2026-05-13 00:10:59,pool,42,rest_interval,0.000,yd,28.0,,1992.0,,,,,,1992,2020,A0005:42:REST,,
A0005,2026-05-13 00:10:59,pool,43,swim_interval,100.000,yd,91.0,91.0,2020.0,,,,137.3,141.0,2020,2111,A0005:43,,
A0005,2026-05-13 00:10:59,pool,44,rest_interval,0.000,yd,153.0,,2111.0,,,,,,2111,2264,A0005:44:REST,,
A0005,2026-05-13 00:10:59,pool,45,swim_interval,399.999,yd,388.0,97.0,2264.0,,,,131.3,136.0,2264,2652,A0005:45,,
A0005,2026-05-13 00:10:59,pool,46,rest_interval,0.000,yd,212.0,,2652.0,,,,,,2652,2864,A0005:46:REST,,
A0005,2026-05-13 00:10:59,pool,47,swim_interval,50.000,yd,41.0,82.0,2864.0,,,,114.8,119.0,2864,2905,A0005:47,,
A0005,2026-05-13 00:10:59,pool,48,rest_interval,0.000,yd,12.0,,2905.0,,,,,,2905,2917,A0005:48:REST,,
A0014,2026-05-09 02:11:18,pool,1,swim_interval,199.999,yd,209.0,104.5,0.0,,,,107.2,113.0,0,209,A0014:1,,
A0014,2026-05-09 02:11:18,pool,2,rest_interval,0.000,yd,178.0,,209.0,,,,,,209,387,A0014:2:REST,,
A0014,2026-05-09 02:11:18,pool,3,swim_interval,50.000,yd,37.0,74.0,387.0,,,,109.3,112.0,387,424,A0014:3,,
A0014,2026-05-09 02:11:18,pool,4,rest_interval,0.000,yd,20.0,,424.0,,,,,,424,444,A0014:4:REST,,
A0014,2026-05-09 02:11:18,pool,5,swim_interval,50.000,yd,40.0,80.0,444.0,,,,110.6,113.0,444,484,A0014:5,,
A0014,2026-05-09 02:11:18,pool,6,rest_interval,0.000,yd,19.0,,484.0,,,,,,484,503,A0014:6:REST,,
A0014,2026-05-09 02:11:18,pool,7,swim_interval,50.000,yd,46.0,92.0,503.0,,,,107.7,110.0,503,549,A0014:7,,
A0014,2026-05-09 02:11:18,pool,8,rest_interval,0.000,yd,25.0,,549.0,,,,,,549,574,A0014:8:REST,,
A0014,2026-05-09 02:11:18,pool,9,swim_interval,50.000,yd,53.0,106.0,574.0,,,,112.8,118.0,574,627,A0014:9,,
A0014,2026-05-09 02:11:18,pool,10,rest_interval,0.000,yd,12.0,,627.0,,,,,,627,639,A0014:10:REST,,
A0014,2026-05-09 02:11:18,pool,11,swim_interval,25.000,yd,49.0,196.0,639.0,,,,125.3,133.0,639,688,A0014:11,,
A0014,2026-05-09 02:11:18,pool,12,swim_interval,125.000,yd,140.0,112.0,688.0,,,,110.1,121.0,688,828,A0014:12,,
A0014,2026-05-09 02:11:18,pool,13,swim_interval,25.000,yd,46.0,184.0,828.0,,,,112.1,114.0,828,874,A0014:13,,
A0014,2026-05-09 02:11:18,pool,14,swim_interval,25.000,yd,28.0,112.0,874.0,,,,113.4,115.0,874,902,A0014:14,,
A0014,2026-05-09 02:11:18,pool,15,rest_interval,0.000,yd,16.0,,902.0,,,,,,902,918,A0014:15:REST,,
A0014,2026-05-09 02:11:18,pool,16,swim_interval,25.000,yd,15.0,60.0,918.0,,,,113.3,114.0,918,933,A0014:16,,
A0014,2026-05-09 02:11:18,pool,17,rest_interval,0.000,yd,17.0,,933.0,,,,,,933,950,A0014:17:REST,,
A0014,2026-05-09 02:11:18,pool,18,swim_interval,50.000,yd,15.0,30.0,950.0,,,,118.6,120.0,950,965,A0014:18,,
A0014,2026-05-09 02:11:18,pool,19,rest_interval,0.000,yd,47.0,,965.0,,,,,,965,1012,A0014:19:REST,,
A0014,2026-05-09 02:11:18,pool,20,swim_interval,50.000,yd,86.0,172.0,1012.0,,,,102.6,128.0,1012,1098,A0014:20,,
A0014,2026-05-09 02:11:18,pool,21,rest_interval,0.000,yd,42.0,,1098.0,,,,,,1098,1140,A0014:21:REST,,
A0014,2026-05-09 02:11:18,pool,22,swim_interval,50.000,yd,21.0,42.0,1140.0,,,,123.3,128.0,1140,1161,A0014:22,,
A0014,2026-05-09 02:11:18,pool,23,rest_interval,0.000,yd,40.0,,1161.0,,,,,,1161,1201,A0014:23:REST,,
A0014,2026-05-09 02:11:18,pool,24,swim_interval,50.000,yd,18.0,36.0,1201.0,,,,131.1,138.0,1201,1219,A0014:24,,
A0014,2026-05-09 02:11:18,pool,25,rest_interval,0.000,yd,43.0,,1219.0,,,,,,1219,1262,A0014:25:REST,,
A0014,2026-05-09 02:11:18,pool,26,swim_interval,125.000,yd,127.0,101.6,1262.0,,,,138.1,143.0,1262,1389,A0014:26,,
A0014,2026-05-09 02:11:18,pool,27,swim_interval,50.000,yd,38.0,76.0,1389.0,,,,120.9,136.0,1389,1427,A0014:27,,
A0014,2026-05-09 02:11:18,pool,28,rest_interval,0.000,yd,44.0,,1427.0,,,,,,1427,1471,A0014:28:REST,,
A0014,2026-05-09 02:11:18,pool,29,swim_interval,50.000,yd,14.0,28.0,1471.0,,,,126.3,130.0,1471,1485,A0014:29,,
A0014,2026-05-09 02:11:18,pool,30,rest_interval,0.000,yd,46.0,,1485.0,,,,,,1485,1531,A0014:30:REST,,
A0014,2026-05-09 02:11:18,pool,31,swim_interval,50.000,yd,10.0,20.0,1531.0,,,,129.0,131.0,1531,1541,A0014:31,,
A0014,2026-05-09 02:11:18,pool,32,rest_interval,0.000,yd,51.0,,1541.0,,,,,,1541,1592,A0014:32:REST,,
A0014,2026-05-09 02:11:18,pool,33,swim_interval,25.000,yd,13.0,52.0,1592.0,,,,132.0,136.0,1592,1605,A0014:33,,
A0014,2026-05-09 02:11:18,pool,34,swim_interval,75.000,yd,78.0,104.0,1605.0,,,,131.2,135.0,1605,1683,A0014:34,,
A0014,2026-05-09 02:11:18,pool,35,rest_interval,0.000,yd,11.0,,1683.0,,,,,,1683,1694,A0014:35:REST,,
A0014,2026-05-09 02:11:18,pool,36,swim_interval,25.000,yd,23.0,92.0,1694.0,,,,130.9,133.0,1694,1717,A0014:36,,
A0014,2026-05-09 02:11:18,pool,37,swim_interval,100.000,yd,103.0,103.0,1717.0,,,,133.6,140.0,1717,1820,A0014:37,,
A0014,2026-05-09 02:11:18,pool,38,rest_interval,0.000,yd,15.0,,1820.0,,,,,,1820,1835,A0014:38:REST,,
A0014,2026-05-09 02:11:18,pool,39,swim_interval,25.000,yd,44.0,176.0,1835.0,,,,133.8,134.0,1835,1879,A0014:39,,
A0014,2026-05-09 02:11:18,pool,40,swim_interval,25.000,yd,16.0,64.0,1879.0,,,,138.3,139.0,1879,1895,A0014:40,,
A0014,2026-05-09 02:11:18,pool,41,rest_interval,0.000,yd,18.0,,1895.0,,,,,,1895,1913,A0014:41:REST,,
A0014,2026-05-09 02:11:18,pool,42,swim_interval,50.000,yd,11.0,22.0,1913.0,,,,133.0,134.0,1913,1924,A0014:42,,
A0014,2026-05-09 02:11:18,pool,43,rest_interval,0.000,yd,13.0,,1924.0,,,,,,1924,1937,A0014:43:REST,,
A0014,2026-05-09 02:11:18,pool,44,swim_interval,50.000,yd,53.0,106.0,1937.0,,,,141.0,141.0,1937,1990,A0014:44,,
A0014,2026-05-09 02:11:18,pool,45,rest_interval,0.000,yd,93.0,,1990.0,,,,,,1990,2083,A0014:45:REST,,
A0014,2026-05-09 02:11:18,pool,46,swim_interval,399.999,yd,418.0,104.5,2083.0,,,,138.6,143.0,2083,2501,A0014:46,,
A0014,2026-05-09 02:11:18,pool,47,rest_interval,0.000,yd,11.0,,2501.0,,,,,,2501,2512,A0014:47:REST,,
A0014,2026-05-09 02:11:18,pool,48,swim_interval,249.999,yd,255.0,102.0,2512.0,,,,140.4,143.0,2512,2767,A0014:48,,
A0014,2026-05-09 02:11:18,pool,49,rest_interval,0.000,yd,32.0,,2767.0,,,,,,2767,2799,A0014:49:REST,,
A0014,2026-05-09 02:11:18,pool,50,swim_interval,50.000,yd,50.0,100.0,2799.0,,,,132.8,134.0,2799,2849,A0014:50,,
A0014,2026-05-09 02:11:18,pool,51,rest_interval,0.000,yd,10.0,,2849.0,,,,,,2849,2859,A0014:51:REST,,
A0014,2026-05-09 02:11:18,pool,52,swim_interval,50.000,yd,43.0,86.0,2859.0,,,,133.0,133.0,2859,2902,A0014:52,,
A0014,2026-05-09 02:11:18,pool,53,rest_interval,0.000,yd,19.0,,2902.0,,,,,,2902,2921,A0014:53:REST,,
A0014,2026-05-09 02:11:18,pool,54,swim_interval,50.000,yd,43.0,86.0,2921.0,,,,141.0,141.0,2921,2964,A0014:54,,
A0014,2026-05-09 02:11:18,pool,55,rest_interval,0.000,yd,15.0,,2964.0,,,,,,2964,2979,A0014:55:REST,,
A0014,2026-05-09 02:11:18,pool,56,swim_interval,50.000,yd,47.0,94.0,2979.0,,,,140.0,141.0,2979,3026,A0014:56,,
A0014,2026-05-09 02:11:18,pool,57,rest_interval,0.000,yd,13.0,,3026.0,,,,,,3026,3039,A0014:57:REST,,
A0014,2026-05-09 02:11:18,pool,58,swim_interval,50.000,yd,42.0,84.0,3039.0,,,,0.0,138.0,3039,3081,A0014:58,,
A0014,2026-05-09 02:11:18,pool,59,rest_interval,0.000,yd,15.0,,3081.0,,,,,,3081,3096,A0014:59:REST,,
A0014,2026-05-09 02:11:18,pool,60,swim_interval,50.000,yd,47.0,94.0,3096.0,,,,0.0,144.0,3096,3143,A0014:60,,
A0014,2026-05-09 02:11:18,pool,61,rest_interval,0.000,yd,32.0,,3143.0,,,,,,3143,3175,A0014:61:REST,,
A0014,2026-05-09 02:11:18,pool,62,swim_interval,199.999,yd,190.0,95.0,3175.0,,,,138.7,142.0,3175,3365,A0014:62,,
A0014,2026-05-09 02:11:18,pool,63,rest_interval,0.000,yd,13.0,,3365.0,,,,,,3365,3378,A0014:63:REST,,
A0014,2026-05-09 02:11:18,pool,64,swim_interval,199.999,yd,203.0,101.5,3378.0,,,,141.3,147.0,3378,3581,A0014:64,,
A0014,2026-05-09 02:11:18,pool,65,rest_interval,0.000,yd,11.0,,3581.0,,,,,,3581,3592,A0014:65:REST,,
A0014,2026-05-09 02:11:18,pool,66,swim_interval,199.999,yd,203.0,101.5,3592.0,,,,143.4,146.0,3592,3795,A0014:66,,
A0014,2026-05-09 02:11:18,pool,67,rest_interval,0.000,yd,16.0,,3795.0,,,,,,3795,3811,A0014:67:REST,,
A0014,2026-05-09 02:11:18,pool,68,swim_interval,100.000,yd,103.0,103.0,3811.0,,,,137.6,139.0,3811,3914,A0014:68,,
A0014,2026-05-09 02:11:18,pool,69,rest_interval,0.000,yd,14.0,,3914.0,,,,,,3914,3928,A0014:69:REST,,
A0014,2026-05-09 02:11:18,pool,70,swim_interval,50.000,yd,44.0,88.0,3928.0,,,,151.0,151.0,3928,3972,A0014:70,,
A0014,2026-05-09 02:11:18,pool,71,rest_interval,0.000,yd,17.0,,3972.0,,,,,,3972,3989,A0014:71:REST,,
A0014,2026-05-09 02:11:18,pool,72,swim_interval,100.000,yd,101.0,101.0,3989.0,,,,139.8,141.0,3989,4090,A0014:72,,
A0014,2026-05-09 02:11:18,pool,73,rest_interval,0.000,yd,16.0,,4090.0,,,,,,4090,4106,A0014:73:REST,,
A0014,2026-05-09 02:11:18,pool,74,swim_interval,50.000,yd,43.0,86.0,4106.0,,,,144.0,144.0,4106,4149,A0014:74,,
A0014,2026-05-09 02:11:18,pool,75,rest_interval,0.000,yd,73.0,,4149.0,,,,,,4149,4222,A0014:75:REST,,
A0014,2026-05-09 02:11:18,pool,76,swim_interval,100.000,yd,107.0,107.0,4222.0,,,,120.1,123.0,4222,4329,A0014:76,,
A0014,2026-05-09 02:11:18,pool,77,rest_interval,0.000,yd,20.0,,4329.0,,,,,,4329,4349,A0014:77:REST,,
A0014,2026-05-09 02:11:18,pool,78,swim_interval,249.999,yd,277.0,110.8,4349.0,,,,117.4,121.0,4349,4626,A0014:78,,
A0014,2026-05-09 02:11:18,pool,79,rest_interval,0.000,yd,13.0,,4626.0,,,,,,4626,4639,A0014:79:REST,,
A0018,2026-05-08 00:11:23,pool,1,rest_interval,0.000,yd,24.0,,0.0,,,,,,0,24,A0018:1:REST,,
A0018,2026-05-08 00:11:23,pool,2,swim_interval,50.000,yd,7.0,14.0,24.0,,,,101.3,102.0,24,31,A0018:2,,
A0018,2026-05-08 00:11:23,pool,3,rest_interval,0.000,yd,37.0,,31.0,,,,,,31,68,A0018:3:REST,,
A0018,2026-05-08 00:11:23,pool,4,swim_interval,25.000,yd,16.0,64.0,68.0,,,,106.3,109.0,68,84,A0018:4,,
A0018,2026-05-08 00:11:23,pool,5,rest_interval,0.000,yd,13.0,,84.0,,,,,,84,97,A0018:5:REST,,
A0018,2026-05-08 00:11:23,pool,6,swim_interval,25.000,yd,36.0,144.0,97.0,,,,111.4,115.0,97,133,A0018:6,,
A0018,2026-05-08 00:11:23,pool,7,rest_interval,0.000,yd,20.0,,133.0,,,,,,133,153,A0018:7:REST,,
A0018,2026-05-08 00:11:23,pool,8,swim_interval,25.000,yd,12.0,48.0,153.0,,,,114.5,118.0,153,165,A0018:8,,
A0018,2026-05-08 00:11:23,pool,9,rest_interval,0.000,yd,25.0,,165.0,,,,,,165,190,A0018:9:REST,,
A0018,2026-05-08 00:11:23,pool,10,swim_interval,50.000,yd,3.0,6.0,190.0,,,,0.0,110.0,190,193,A0018:10,,
A0018,2026-05-08 00:11:23,pool,11,rest_interval,0.000,yd,42.0,,193.0,,,,,,193,235,A0018:11:REST,,
A0018,2026-05-08 00:11:23,pool,12,swim_interval,25.000,yd,3.0,12.0,235.0,,,,0.0,112.0,235,238,A0018:12,,
A0018,2026-05-08 00:11:23,pool,13,rest_interval,0.000,yd,35.0,,238.0,,,,,,238,273,A0018:13:REST,,
A0018,2026-05-08 00:11:23,pool,14,swim_interval,50.000,yd,4.0,8.0,273.0,,,,0.0,112.0,273,277,A0018:14,,
A0018,2026-05-08 00:11:23,pool,15,rest_interval,0.000,yd,48.0,,277.0,,,,,,277,325,A0018:15:REST,,
A0018,2026-05-08 00:11:23,pool,16,swim_interval,25.000,yd,3.0,12.0,325.0,,,,0.0,114.0,325,328,A0018:16,,
A0018,2026-05-08 00:11:23,pool,17,rest_interval,0.000,yd,36.0,,328.0,,,,,,328,364,A0018:17:REST,,
A0018,2026-05-08 00:11:23,pool,18,swim_interval,50.000,yd,3.0,6.0,364.0,,,,112.0,112.0,364,367,A0018:18,,
A0018,2026-05-08 00:11:23,pool,19,rest_interval,0.000,yd,38.0,,367.0,,,,,,367,405,A0018:19:REST,,
A0018,2026-05-08 00:11:23,pool,20,swim_interval,25.000,yd,8.0,32.0,405.0,,,,0.0,121.0,405,413,A0018:20,,
A0018,2026-05-08 00:11:23,pool,21,rest_interval,0.000,yd,40.0,,413.0,,,,,,413,453,A0018:21:REST,,
A0018,2026-05-08 00:11:23,pool,22,swim_interval,25.000,yd,6.0,24.0,453.0,,,,116.0,116.0,453,459,A0018:22,,
A0018,2026-05-08 00:11:23,pool,23,rest_interval,0.000,yd,19.0,,459.0,,,,,,459,478,A0018:23:REST,,
A0018,2026-05-08 00:11:23,pool,24,swim_interval,25.000,yd,10.0,40.0,478.0,,,,118.3,119.0,478,488,A0018:24,,
A0018,2026-05-08 00:11:23,pool,25,rest_interval,0.000,yd,27.0,,488.0,,,,,,488,515,A0018:25:REST,,
A0018,2026-05-08 00:11:23,pool,26,swim_interval,50.000,yd,50.0,100.0,515.0,,,,100.7,119.0,515,565,A0018:26,,
A0018,2026-05-08 00:11:23,pool,27,rest_interval,0.000,yd,40.0,,565.0,,,,,,565,605,A0018:27:REST,,
A0018,2026-05-08 00:11:23,pool,28,swim_interval,50.000,yd,16.0,32.0,605.0,,,,111.4,115.0,605,621,A0018:28,,
A0018,2026-05-08 00:11:23,pool,29,rest_interval,0.000,yd,41.0,,621.0,,,,,,621,662,A0018:29:REST,,
A0018,2026-05-08 00:11:23,pool,30,swim_interval,50.000,yd,18.0,36.0,662.0,,,,120.4,126.0,662,680,A0018:30,,
A0018,2026-05-08 00:11:23,pool,31,rest_interval,0.000,yd,41.0,,680.0,,,,,,680,721,A0018:31:REST,,
A0018,2026-05-08 00:11:23,pool,32,swim_interval,50.000,yd,16.0,32.0,721.0,,,,124.7,131.0,721,737,A0018:32,,
A0018,2026-05-08 00:11:23,pool,33,rest_interval,0.000,yd,48.0,,737.0,,,,,,737,785,A0018:33:REST,,
A0018,2026-05-08 00:11:23,pool,34,swim_interval,50.000,yd,13.0,26.0,785.0,,,,118.6,128.0,785,798,A0018:34,,
A0018,2026-05-08 00:11:23,pool,35,rest_interval,0.000,yd,43.0,,798.0,,,,,,798,841,A0018:35:REST,,
A0018,2026-05-08 00:11:23,pool,36,swim_interval,50.000,yd,15.0,30.0,841.0,,,,124.5,130.0,841,856,A0018:36,,
A0018,2026-05-08 00:11:23,pool,37,rest_interval,0.000,yd,43.0,,856.0,,,,,,856,899,A0018:37:REST,,
A0018,2026-05-08 00:11:23,pool,38,swim_interval,25.000,yd,18.0,72.0,899.0,,,,130.1,134.0,899,917,A0018:38,,
A0018,2026-05-08 00:11:23,pool,39,rest_interval,0.000,yd,18.0,,917.0,,,,,,917,935,A0018:39:REST,,
A0018,2026-05-08 00:11:23,pool,40,swim_interval,125.000,yd,161.0,128.8,935.0,,,,132.3,135.0,935,1096,A0018:40,,
A0018,2026-05-08 00:11:23,pool,41,swim_interval,50.000,yd,102.0,204.0,1096.0,,,,108.3,131.0,1096,1198,A0018:41,,
A0018,2026-05-08 00:11:23,pool,42,rest_interval,0.000,yd,44.0,,1198.0,,,,,,1198,1242,A0018:42:REST,,
A0018,2026-05-08 00:11:23,pool,43,swim_interval,25.000,yd,14.0,56.0,1242.0,,,,124.2,135.0,1242,1256,A0018:43,,
A0018,2026-05-08 00:11:23,pool,44,rest_interval,0.000,yd,17.0,,1256.0,,,,,,1256,1273,A0018:44:REST,,
A0018,2026-05-08 00:11:23,pool,45,swim_interval,25.000,yd,13.0,52.0,1273.0,,,,117.8,124.0,1273,1286,A0018:45,,
A0018,2026-05-08 00:11:23,pool,46,rest_interval,0.000,yd,17.0,,1286.0,,,,,,1286,1303,A0018:46:REST,,
A0018,2026-05-08 00:11:23,pool,47,swim_interval,50.000,yd,12.0,24.0,1303.0,,,,128.7,134.0,1303,1315,A0018:47,,
A0018,2026-05-08 00:11:23,pool,48,rest_interval,0.000,yd,46.0,,1315.0,,,,,,1315,1361,A0018:48:REST,,
A0018,2026-05-08 00:11:23,pool,49,swim_interval,25.000,yd,13.0,52.0,1361.0,,,,125.8,130.0,1361,1374,A0018:49,,
A0018,2026-05-08 00:11:23,pool,50,swim_interval,299.999,yd,296.0,98.7,1374.0,,,,140.1,146.0,1374,1670,A0018:50,,
A0018,2026-05-08 00:11:23,pool,51,rest_interval,0.000,yd,29.0,,1670.0,,,,,,1670,1699,A0018:51:REST,,
A0018,2026-05-08 00:11:23,pool,52,swim_interval,75.000,yd,66.0,88.0,1699.0,,,,136.0,139.0,1699,1765,A0018:52,,
A0018,2026-05-08 00:11:23,pool,53,rest_interval,0.000,yd,20.0,,1765.0,,,,,,1765,1785,A0018:53:REST,,
A0018,2026-05-08 00:11:23,pool,54,swim_interval,75.000,yd,69.0,92.0,1785.0,,,,139.5,143.0,1785,1854,A0018:54,,
A0018,2026-05-08 00:11:23,pool,55,rest_interval,0.000,yd,73.0,,1854.0,,,,,,1854,1927,A0018:55:REST,,
A0018,2026-05-08 00:11:23,pool,56,swim_interval,100.000,yd,89.0,89.0,1927.0,,,,121.3,125.0,1927,2016,A0018:56,,
A0018,2026-05-08 00:11:23,pool,57,rest_interval,0.000,yd,63.0,,2016.0,,,,,,2016,2079,A0018:57:REST,,
A0018,2026-05-08 00:11:23,pool,58,swim_interval,50.000,yd,78.0,156.0,2079.0,,,,123.3,129.0,2079,2157,A0018:58,,
A0018,2026-05-08 00:11:23,pool,59,swim_interval,25.000,yd,12.0,48.0,2157.0,,,,126.4,131.0,2157,2169,A0018:59,,
A0018,2026-05-08 00:11:23,pool,60,rest_interval,0.000,yd,18.0,,2169.0,,,,,,2169,2187,A0018:60:REST,,
A0018,2026-05-08 00:11:23,pool,61,swim_interval,25.000,yd,14.0,56.0,2187.0,,,,129.9,132.0,2187,2201,A0018:61,,
A0018,2026-05-08 00:11:23,pool,62,swim_interval,324.999,yd,356.0,109.5,2201.0,,,,141.7,153.0,2201,2557,A0018:62,,
A0018,2026-05-08 00:11:23,pool,63,swim_interval,25.000,yd,115.0,460.0,2557.0,,,,121.2,155.0,2557,2672,A0018:63,,
A0018,2026-05-08 00:11:23,pool,64,rest_interval,0.000,yd,27.0,,2672.0,,,,,,2672,2699,A0018:64:REST,,
A0018,2026-05-08 00:11:23,pool,65,swim_interval,25.000,yd,17.0,68.0,2699.0,,,,101.7,102.0,2699,2716,A0018:65,,
A0018,2026-05-08 00:11:23,pool,66,swim_interval,150.000,yd,158.0,105.3,2716.0,,,,123.6,129.0,2716,2874,A0018:66,,
A0018,2026-05-08 00:11:23,pool,67,rest_interval,0.000,yd,12.0,,2874.0,,,,,,2874,2886,A0018:67:REST,,
A0025,2026-05-06 00:08:54,pool,1,swim_interval,50.000,yd,58.0,116.0,0.0,,,,90.7,96.0,0,58,A0025:1,,
A0025,2026-05-06 00:08:54,pool,2,rest_interval,0.000,yd,118.0,,58.0,,,,,,58,176,A0025:2:REST,,
A0025,2026-05-06 00:08:54,pool,3,swim_interval,50.000,yd,76.0,152.0,176.0,,,,93.2,96.0,176,252,A0025:3,,
A0025,2026-05-06 00:08:54,pool,4,swim_interval,25.000,yd,13.0,52.0,252.0,,,,92.1,95.0,252,265,A0025:4,,
A0025,2026-05-06 00:08:54,pool,5,rest_interval,0.000,yd,24.0,,265.0,,,,,,265,289,A0025:5:REST,,
A0025,2026-05-06 00:08:54,pool,6,swim_interval,50.000,yd,7.0,14.0,289.0,,,,94.2,96.0,289,296,A0025:6,,
A0025,2026-05-06 00:08:54,pool,7,rest_interval,0.000,yd,47.0,,296.0,,,,,,296,343,A0025:7:REST,,
