activity_id,start_date_local,activity_name,sport_type,split_index,split_start_sec,split_end_sec,duration_sec,distance_mi,avg_speed_mph,avg_hr,max_hr,avg_power,avg_cadence,elevation_gain_ft,elevation_loss_ft,is_partial_split
A0308,2026-01-17 01:35:34,Morning Ride,Ride,3,600,900,300.0,0.638,12.1,124.9,143.0,108.3,59.6,42.0,10.5,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,4,900,1200,300.0,0.281,10.8,108.5,125.0,70.2,43.6,3.3,10.5,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,5,1200,1500,300.0,1.222,14.8,119.8,140.0,161.3,94.6,30.8,55.1,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,6,1500,1800,300.0,1.718,20.7,139.1,147.0,192.4,95.3,35.4,130.6,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,7,1800,2100,300.0,1.687,20.3,145.9,149.0,185.0,100.3,76.8,3.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,8,2100,2400,300.0,1.409,16.9,145.2,150.0,170.9,98.6,100.4,0.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,9,2400,2700,300.0,1.187,14.3,145.0,154.0,171.1,91.6,80.1,15.1,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,10,2700,3000,300.0,1.241,14.9,149.4,153.0,174.8,102.8,114.2,11.2,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,11,3000,3300,300.0,1.800,21.6,149.9,153.0,159.9,101.3,53.8,66.9,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,12,3300,3600,300.0,1.812,21.8,147.1,153.0,160.9,95.1,38.1,104.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,13,3600,3900,300.0,1.551,18.7,154.8,158.0,179.9,106.2,131.9,21.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,14,3900,4200,300.0,1.146,13.6,145.6,153.0,130.9,95.1,102.4,45.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,15,4200,4500,300.0,1.753,21.0,142.5,147.0,129.2,97.8,23.6,164.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,16,4500,4800,300.0,2.073,24.9,149.0,153.0,162.6,101.7,43.3,164.7,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,17,4800,5100,300.0,1.513,18.2,146.0,150.0,143.1,99.9,42.0,59.7,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,18,5100,5400,300.0,1.490,17.9,142.3,148.0,135.6,94.7,53.1,64.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,19,5400,5700,300.0,1.139,14.1,138.5,146.0,142.0,89.1,53.1,24.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,20,5700,6000,300.0,1.351,16.2,139.4,143.0,135.2,96.1,68.9,21.7,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,21,6000,6300,300.0,1.315,15.9,140.1,146.0,142.7,93.9,68.2,32.2,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,22,6300,6600,300.0,1.489,18.0,145.0,148.0,149.7,98.8,112.9,11.8,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,23,6600,6900,300.0,1.389,16.5,142.1,146.0,134.8,94.8,86.0,98.4,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,24,6900,7200,300.0,2.047,24.6,144.6,147.0,140.0,101.2,36.7,156.8,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,25,7200,7500,300.0,1.623,19.6,141.1,147.0,131.4,86.9,12.5,87.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,26,7500,7800,300.0,1.325,15.9,140.7,149.0,138.3,91.6,78.7,26.2,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,27,7800,8100,300.0,1.809,21.9,142.0,148.0,118.8,92.9,53.9,155.5,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,28,8100,8400,300.0,1.349,16.7,143.2,151.0,128.9,80.7,6.4,45.9,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,29,8400,8700,300.0,1.548,18.6,144.0,149.0,157.4,102.7,31.0,65.6,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,30,8700,9000,300.0,1.411,16.9,143.3,150.0,133.8,89.2,57.7,82.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,31,9000,9300,300.0,1.477,17.8,137.1,145.0,130.2,91.1,25.6,53.8,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,32,9300,9600,300.0,1.045,13.6,136.9,144.0,133.3,86.8,50.5,24.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,33,9600,9900,300.0,1.607,19.3,143.4,148.0,149.2,96.0,47.9,87.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,34,9900,10200,300.0,1.004,12.3,140.1,148.0,121.2,77.7,41.3,24.3,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,35,10200,10500,300.0,0.621,8.7,141.0,148.0,125.9,76.6,72.8,5.9,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,36,10500,10800,300.0,1.393,16.8,142.6,146.0,136.9,89.4,114.2,105.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,37,10800,11100,300.0,1.244,15.2,140.4,148.0,121.4,85.1,35.4,95.1,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,38,11100,11400,300.0,1.023,12.3,138.6,150.0,146.1,90.2,24.9,19.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,39,11400,11700,300.0,1.252,15.6,144.8,151.0,156.3,94.7,70.9,21.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,40,11700,12000,300.0,1.535,18.5,146.3,152.0,152.4,90.1,18.4,65.0,FALSE
A0308,2026-01-17 01:35:34,Morning Ride,Ride,41,12000,12085,85.0,0.281,12.2,144.2,149.0,116.4,68.2,13.8,0.7,TRUE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,1,0,300,300.0,1.672,19.9,123.8,136.0,151.6,97.6,21.7,15.7,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,2,300,600,300.0,1.917,23.0,139.7,145.0,169.5,99.1,15.7,11.8,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,3,600,900,300.0,2.023,24.3,144.7,147.0,165.7,98.9,8.5,17.1,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,4,900,1200,300.0,1.472,17.7,142.9,147.0,152.1,98.9,101.0,17.7,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,5,1200,1500,300.0,1.626,19.6,143.5,148.0,151.8,100.1,129.9,114.2,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,6,1500,1800,300.0,1.303,15.5,148.8,152.0,158.9,102.2,128.0,91.2,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,7,1800,2100,300.0,1.845,22.3,140.2,146.0,127.7,98.6,147.6,263.8,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,8,2100,2400,300.0,1.497,18.0,139.3,146.0,133.5,99.7,122.0,94.5,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,9,2400,2700,300.0,1.351,16.2,147.4,151.0,154.7,102.7,182.4,113.5,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,10,2700,3000,300.0,1.459,17.4,151.5,156.0,156.6,102.1,111.5,141.7,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,11,3000,3300,300.0,1.559,18.8,143.1,147.0,127.7,97.1,113.5,114.8,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,12,3300,3600,300.0,1.894,22.7,144.0,148.0,132.7,102.3,19.0,103.7,FALSE
A0315,2026-01-15 06:56:04,Zwift - Tick Tock in Watopia,VirtualRide,13,3600,3705,105.0,0.520,18.3,144.9,148.0,135.1,102.2,0.0,0.0,TRUE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,1,0,300,300.0,1.682,20.0,111.6,119.0,124.8,98.3,21.0,17.7,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,2,300,600,300.0,1.714,20.6,115.3,120.0,120.1,98.6,11.2,3.9,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,3,600,900,300.0,1.752,21.0,117.6,126.0,123.3,98.4,11.2,21.0,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,4,900,1200,300.0,1.919,23.0,131.7,137.0,160.8,97.4,26.2,26.2,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,5,1200,1500,300.0,1.891,22.7,135.6,139.0,157.2,97.4,8.5,7.9,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,6,1500,1800,300.0,1.922,23.1,137.3,141.0,157.3,97.2,15.7,16.4,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,7,1800,2100,300.0,1.804,21.6,133.8,142.0,137.6,97.5,19.0,19.0,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,8,2100,2400,300.0,1.974,23.7,141.6,146.0,164.4,97.7,19.0,17.1,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,9,2400,2700,300.0,2.002,24.0,147.6,154.0,170.5,99.5,11.2,11.2,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,10,2700,3000,300.0,1.941,23.4,144.0,149.0,147.3,97.7,19.0,21.0,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,11,3000,3300,300.0,1.636,19.7,130.6,137.0,120.8,96.0,21.0,21.0,FALSE
A0320,2026-01-13 01:48:21,Zwift - Tempus Fugit in Watopia,VirtualRide,12,3300,3328,28.0,0.080,11.8,115.2,123.0,,,0.0,0.0,TRUE
