activity_id,start_date_local,activity_name,sport_type,split_index,split_start_sec,split_end_sec,duration_sec,distance_mi,avg_speed_mph,avg_hr,max_hr,avg_power,avg_cadence,elevation_gain_ft,elevation_loss_ft,is_partial_split
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,1,0,300,300.0,1.653,19.7,111.9,120.0,129.1,98.0,21.0,17.7,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,2,300,600,300.0,1.774,21.3,121.2,128.0,133.0,101.3,15.7,3.9,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,3,600,900,300.0,1.765,21.2,122.4,129.0,125.9,100.8,6.6,20.3,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,4,900,1200,300.0,1.713,20.6,125.8,129.0,133.0,100.7,26.2,19.7,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,5,1200,1500,300.0,1.800,21.6,127.4,129.0,129.0,101.0,6.6,11.2,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,6,1500,1800,300.0,1.700,20.4,131.7,137.0,134.6,101.7,17.1,19.0,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,7,1800,2100,300.0,1.841,22.1,134.4,137.0,136.0,102.0,17.1,13.8,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,8,2100,2400,300.0,1.759,21.1,134.7,136.0,128.0,100.9,5.2,6.6,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,9,2400,2700,300.0,1.797,21.6,135.8,140.0,130.8,100.6,19.0,21.0,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,10,2700,3000,300.0,1.778,21.4,136.2,139.0,130.8,100.2,24.3,19.7,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,11,3000,3300,300.0,1.670,20.0,136.8,139.0,127.4,100.3,6.6,11.2,FALSE
A0002,2026-05-14 03:04:25,Zwift - Tempus Fugit in Watopia,VirtualRide,12,3300,3494,194.0,0.985,18.5,137.9,145.0,146.1,102.7,18.4,18.4,TRUE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,1,0,300,300.0,1.597,19.0,107.1,114.0,119.4,95.9,21.0,16.4,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,2,300,600,300.0,1.693,20.3,110.4,115.0,114.3,97.9,7.9,4.6,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,3,600,900,300.0,1.755,21.0,114.2,126.0,118.7,98.0,14.4,21.0,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,4,900,1200,300.0,1.954,23.5,138.3,153.0,180.9,100.5,26.9,26.9,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,5,1200,1500,300.0,1.723,20.7,122.4,127.0,113.9,97.9,6.6,4.6,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,6,1500,1800,300.0,1.796,21.5,134.9,157.0,162.8,100.3,17.1,19.0,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,7,1800,2100,300.0,1.789,21.5,143.1,161.0,145.2,99.0,19.0,13.8,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,8,2100,2400,300.0,1.696,20.4,132.1,136.0,113.2,97.5,3.3,6.6,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,9,2400,2700,300.0,1.917,23.0,147.8,165.0,191.5,101.5,19.0,21.0,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,10,2700,3000,300.0,1.701,20.5,140.2,165.0,114.9,97.9,25.6,19.7,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,11,3000,3300,300.0,1.629,19.5,137.5,141.0,111.8,97.2,5.2,11.2,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,12,3300,3600,300.0,1.883,22.6,152.5,168.0,188.7,101.9,19.0,19.0,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,13,3600,3900,300.0,1.646,19.7,141.7,159.0,117.4,98.1,13.8,13.8,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,14,3900,4200,300.0,1.727,20.7,140.3,143.0,119.1,98.8,6.6,6.6,FALSE
A0008,2026-05-12 02:33:29,Zwift - Tempus Fugit in Watopia,VirtualRide,15,4200,4348,148.0,0.730,18.1,141.7,148.0,137.4,99.3,16.4,14.4,TRUE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,1,0,300,300.0,1.509,18.0,103.1,113.0,114.4,94.0,18.4,15.1,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,2,300,600,300.0,1.617,19.4,109.3,113.0,116.9,97.3,3.9,6.6,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,3,600,900,300.0,1.666,20.0,112.6,118.0,121.0,97.6,21.0,21.0,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,4,900,1200,300.0,1.715,20.6,114.3,118.0,119.6,97.8,14.4,15.7,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,5,1200,1500,300.0,1.678,20.1,116.7,121.0,119.8,97.9,15.1,14.4,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,6,1500,1800,300.0,1.652,19.8,120.1,126.0,122.7,98.1,19.7,19.7,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,7,1800,2100,300.0,1.482,17.8,124.8,145.0,152.2,86.9,6.6,5.9,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,8,2100,2400,300.0,1.648,19.8,122.6,128.0,116.1,97.8,13.8,13.8,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,9,2400,2700,300.0,1.672,20.1,126.2,133.0,119.8,98.6,18.4,17.1,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,10,2700,3000,300.0,1.605,19.3,123.3,128.0,112.8,97.6,3.3,4.6,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,11,3000,3300,300.0,1.671,20.0,127.0,130.0,121.9,98.8,28.2,26.9,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,12,3300,3600,300.0,1.548,18.6,132.4,154.0,160.1,90.6,3.9,3.9,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,13,3600,3900,300.0,1.638,19.7,131.8,140.0,118.0,98.5,17.7,19.0,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,14,3900,4200,300.0,1.640,19.7,129.9,133.0,117.4,98.4,13.8,13.8,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,15,4200,4500,300.0,1.660,20.0,130.6,134.0,113.4,98.3,5.9,6.6,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,16,4500,4800,300.0,1.636,19.6,130.8,137.0,117.8,98.2,19.7,19.7,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,17,4800,5100,300.0,1.636,19.6,130.8,134.0,115.5,98.0,13.1,14.4,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,18,5100,5400,300.0,1.562,18.7,135.3,155.0,149.2,93.3,17.1,15.1,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,19,5400,5700,300.0,1.568,18.8,130.2,134.0,116.5,98.1,21.0,9.2,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,20,5700,6000,300.0,1.600,19.2,130.9,136.0,107.4,97.4,1.3,13.1,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,21,6000,6300,300.0,1.567,18.8,130.2,132.0,115.2,97.8,18.4,15.1,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,22,6300,6600,300.0,1.664,20.0,130.9,136.0,114.8,98.8,5.9,4.6,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,23,6600,6900,300.0,1.648,19.8,132.2,136.0,116.7,98.4,16.4,21.0,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,24,6900,7200,300.0,1.564,18.8,136.4,156.0,154.0,92.7,15.1,16.4,FALSE
A0012,2026-05-10 03:31:54,Zwift - Tempus Fugit in Watopia,VirtualRide,25,7200,7456,256.0,1.287,18.3,132.8,144.0,114.6,97.4,13.1,11.8,TRUE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,1,0,300,300.0,1.685,20.2,110.6,115.0,118.6,97.1,13.8,20.3,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,2,300,600,300.0,1.685,20.2,115.0,124.0,119.6,97.5,17.7,15.1,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,3,600,900,300.0,1.719,20.6,116.8,120.0,114.4,97.3,4.6,6.6,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,4,900,1200,300.0,1.505,18.0,119.8,129.0,115.7,97.2,61.7,39.4,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,5,1200,1500,300.0,2.052,24.7,119.3,126.0,112.3,98.8,7.2,91.2,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,6,1500,1800,300.0,1.413,17.0,125.5,130.0,119.7,98.8,70.2,14.4,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,7,1800,2100,300.0,1.614,19.3,127.5,131.0,123.4,97.9,21.0,15.7,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,8,2100,2400,300.0,1.705,20.5,128.6,136.0,115.6,97.1,6.6,6.6,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,9,2400,2700,300.0,1.743,20.9,129.7,136.0,119.0,98.5,21.0,21.0,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,10,2700,3000,300.0,1.669,20.0,131.4,134.0,118.7,98.4,14.4,14.4,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,11,3000,3300,300.0,1.672,20.1,133.0,136.0,120.7,97.9,19.0,19.0,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,12,3300,3600,300.0,1.685,20.2,135.6,138.0,124.9,98.7,21.0,19.7,FALSE
A0022,2026-05-07 02:25:27,Zwift - Pacer Group Ride with Miguel,VirtualRide,13,3600,3637,37.0,0.125,13.5,126.6,135.0,,,0.0,1.3,TRUE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,1,0,300,300.0,1.615,19.4,108.7,115.0,119.9,96.6,15.7,21.0,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,2,300,600,300.0,1.733,20.8,115.8,125.0,130.6,96.9,51.2,46.6,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,3,600,900,300.0,1.713,20.5,115.8,130.0,123.4,97.2,13.1,28.2,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,4,900,1200,300.0,1.655,19.9,137.0,153.0,167.6,96.1,54.5,36.7,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,5,1200,1500,300.0,1.738,20.8,123.6,128.0,115.6,96.7,15.7,34.1,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,6,1500,1800,300.0,1.617,19.4,129.1,142.0,122.4,96.8,51.2,30.2,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,7,1800,2100,300.0,1.865,22.5,144.1,161.0,155.6,99.3,21.7,56.4,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,8,2100,2400,300.0,1.445,17.3,129.7,137.0,116.1,96.6,43.3,10.5,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,9,2400,2700,300.0,1.788,21.5,134.1,139.0,107.5,98.2,29.5,53.8,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,10,2700,3000,300.0,1.804,21.7,151.6,162.0,180.8,98.2,38.7,17.1,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,11,3000,3300,300.0,1.613,19.3,130.0,138.0,98.0,99.0,32.2,51.2,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,12,3300,3600,300.0,1.581,18.9,138.1,152.0,128.1,97.8,32.2,15.1,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,13,3600,3900,300.0,1.797,21.7,149.7,163.0,155.0,97.7,47.9,50.5,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,14,3900,4200,300.0,1.554,18.6,133.3,142.0,102.3,97.9,21.0,16.4,FALSE
A0026,2026-05-05 02:01:26,Zwift - Pacer Group Ride with Miguel,VirtualRide,15,4200,4326,126.0,0.676,19.7,138.6,142.0,106.4,95.6,5.9,22.3,TRUE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,1,0,300,300.0,0.988,12.9,90.9,109.0,84.6,69.0,7.9,76.8,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,2,300,600,300.0,1.534,18.5,93.6,104.0,85.2,81.2,0.0,110.2,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,3,600,900,300.0,1.558,18.7,105.6,127.0,129.5,81.3,36.1,57.1,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,4,900,1200,300.0,1.187,14.4,116.2,131.0,144.7,77.4,80.1,24.9,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,5,1200,1500,300.0,1.230,14.8,116.9,129.0,128.9,84.5,49.2,41.3,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,6,1500,1800,300.0,1.188,14.7,111.6,127.0,131.7,83.9,18.4,53.1,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,7,1800,2100,300.0,1.783,21.4,125.6,138.0,163.3,98.3,24.9,70.9,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,8,2100,2400,300.0,1.268,15.7,130.0,141.0,166.1,90.6,50.5,34.1,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,9,2400,2700,300.0,1.369,16.3,122.8,136.0,144.1,79.9,5.9,69.6,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,10,2700,3000,300.0,1.088,13.7,126.2,141.0,176.5,92.7,60.4,37.4,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,11,3000,3300,300.0,1.323,15.8,137.3,149.0,177.0,93.4,108.9,120.7,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,12,3300,3600,300.0,1.551,18.7,134.7,146.0,154.8,92.6,65.0,97.8,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,13,3600,3900,300.0,1.569,18.8,121.3,134.0,118.6,74.6,29.5,66.3,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,14,3900,4200,300.0,1.611,19.3,122.9,131.0,111.8,82.1,21.7,66.9,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,15,4200,4500,300.0,1.281,15.4,135.3,147.0,172.3,88.9,136.5,84.0,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,16,4500,4800,300.0,0.835,11.2,114.6,128.0,67.3,36.6,24.4,103.0,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,17,4800,5100,300.0,0.015,1.1,100.3,104.1,4.5,11.5,3.2,0.6,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,18,5100,5400,300.0,0.087,7.8,98.5,102.0,9.9,25.3,0.7,13.9,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,19,5400,5700,300.0,0.374,5.4,100.7,132.0,123.8,70.1,34.1,9.8,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,20,5700,6000,300.0,0.745,8.9,104.9,137.0,159.9,71.8,56.4,23.6,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,21,6000,6300,300.0,1.596,19.2,119.4,134.0,129.9,81.9,59.7,59.7,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,22,6300,6600,300.0,1.568,18.8,120.9,136.0,127.5,83.1,47.2,37.4,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,23,6600,6900,300.0,1.364,16.4,133.3,145.0,170.3,86.0,68.2,24.3,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,24,6900,7200,300.0,1.370,16.5,139.3,148.0,177.7,94.2,107.6,23.6,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,25,7200,7500,300.0,1.433,17.2,134.1,150.0,163.7,84.1,111.5,108.3,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,26,7500,7800,300.0,1.350,16.3,127.5,143.0,144.5,85.4,38.7,112.2,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,27,7800,8100,300.0,1.163,14.6,130.4,145.0,137.6,78.0,37.4,6.6,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,28,8100,8400,300.0,0.998,12.5,130.4,148.0,143.2,74.8,63.6,21.7,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,29,8400,8700,300.0,1.463,17.6,141.7,149.0,187.6,91.6,57.1,41.3,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,30,8700,9000,300.0,1.206,14.9,136.2,149.0,177.4,78.8,53.1,19.7,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,31,9000,9300,300.0,0.973,11.9,131.1,149.0,161.2,84.3,30.2,25.6,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,32,9300,9600,300.0,1.298,15.7,134.4,148.0,172.9,84.1,44.0,72.2,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,33,9600,9900,300.0,1.437,17.2,120.5,135.0,132.7,83.7,10.5,87.9,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,34,9900,10200,300.0,1.407,16.9,136.0,143.0,173.8,95.6,55.8,3.3,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,35,10200,10500,300.0,1.412,17.0,142.7,147.0,172.3,97.9,94.5,0.0,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,36,10500,10800,300.0,1.286,15.4,142.5,149.0,174.1,96.7,108.9,6.6,FALSE
A0030,2026-05-03 02:07:40,Morning Ride,Ride,37,10800,10836,36.0,0.082,9.1,124.5,137.0,29.7,29.4,5.2,3.3,TRUE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,1,0,300,300.0,1.617,19.2,108.6,115.0,124.7,96.4,20.3,17.1,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,2,300,600,300.0,1.715,20.6,113.0,119.0,121.9,97.9,13.1,3.9,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,3,600,900,300.0,1.718,20.6,115.0,121.0,119.2,98.2,9.2,21.0,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,4,900,1200,300.0,1.726,20.7,118.7,125.0,123.7,98.4,23.6,19.7,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,5,1200,1500,300.0,1.711,20.5,119.5,122.0,120.2,98.1,7.2,11.2,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,6,1500,1800,300.0,1.702,20.4,121.8,127.0,124.2,98.4,19.0,19.0,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,7,1800,2100,300.0,1.675,20.1,122.4,128.0,123.0,98.2,13.8,11.2,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,8,2100,2400,300.0,1.720,20.7,122.9,127.0,116.5,97.4,5.9,9.2,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,9,2400,2700,300.0,1.623,19.5,128.8,133.0,130.5,99.1,19.7,19.7,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,10,2700,3000,300.0,1.715,20.6,129.6,134.0,125.2,99.0,14.4,15.1,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,11,3000,3300,300.0,1.726,20.7,130.4,135.0,123.8,98.4,16.4,15.1,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,12,3300,3600,300.0,1.598,19.3,130.4,137.0,125.2,97.5,21.0,21.0,FALSE
A0043,2026-04-30 01:46:16,Zwift - Tempus Fugit in Watopia,VirtualRide,13,3600,3609,9.0,0.008,6.3,114.7,116.0,,,0.0,0.0,TRUE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,1,0,300,300.0,1.696,20.4,103.0,107.0,113.1,97.5,6.6,11.2,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,2,300,600,300.0,1.719,20.6,108.4,115.0,120.7,97.8,18.4,19.0,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,3,600,900,300.0,1.697,20.4,109.2,113.0,119.0,97.7,13.8,13.8,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,4,900,1200,300.0,1.718,20.6,111.2,113.0,117.0,97.5,6.6,6.6,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,5,1200,1500,300.0,1.687,20.2,112.6,120.0,115.8,97.8,21.0,20.3,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,6,1500,1800,300.0,1.709,20.5,115.4,122.0,119.1,97.6,14.4,15.1,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,7,1800,2100,300.0,1.723,20.7,117.9,122.0,118.7,97.3,15.1,14.4,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,8,2100,2400,300.0,1.724,20.7,119.1,123.0,116.6,97.8,19.7,21.0,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,9,2400,2700,300.0,1.707,20.5,119.4,124.0,115.5,97.0,7.9,5.9,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,10,2700,3000,300.0,1.698,20.4,119.1,124.0,114.5,98.6,12.5,13.8,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,11,3000,3300,300.0,1.667,20.0,119.1,123.0,109.7,99.3,19.0,19.0,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,12,3300,3600,300.0,1.681,20.2,121.3,126.0,121.2,97.7,11.2,6.6,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,13,3600,3900,300.0,1.753,21.0,121.9,126.0,118.0,99.3,19.7,24.3,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,14,3900,4200,300.0,1.685,20.2,122.7,125.0,118.8,98.2,21.0,7.9,FALSE
A0050,2026-04-28 02:13:05,Zwift - Pacer Group Ride with Miguel,VirtualRide,15,4200,4432,232.0,1.293,20.3,120.2,125.0,115.5,98.0,0.7,13.8,TRUE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,1,0,300,300.0,1.581,18.8,107.8,117.0,127.4,95.8,21.0,14.4,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,2,300,600,300.0,1.664,20.0,112.1,116.0,119.5,98.5,2.6,6.6,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,3,600,900,300.0,1.603,19.2,113.2,120.0,118.9,97.1,19.7,21.0,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,4,900,1200,300.0,1.690,20.3,114.3,119.0,122.4,98.2,15.7,17.1,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,5,1200,1500,300.0,1.672,20.1,118.4,124.0,125.3,98.8,14.4,13.1,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,6,1500,1800,300.0,1.696,20.4,120.9,128.0,124.8,98.2,19.0,19.7,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,7,1800,2100,300.0,1.652,19.8,123.7,128.0,129.2,100.0,9.2,5.9,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,8,2100,2400,300.0,1.725,20.7,123.8,128.0,125.9,99.1,11.2,13.8,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,9,2400,2700,300.0,1.661,19.9,125.8,132.0,126.2,98.7,19.7,19.7,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,10,2700,3000,300.0,1.719,20.6,127.2,131.0,128.9,99.6,10.5,9.8,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,11,3000,3300,300.0,1.679,20.2,127.8,131.0,126.1,98.9,19.7,20.3,FALSE
A0056,2026-04-26 02:30:18,Zwift - Tempus Fugit in Watopia,VirtualRide,12,3300,3600,300.0,1.650,19.8,125.7,133.0,123.8,97.5,21.0,8.5,FALSE
