activity_id,start_date_local,activity_name,sport_type,split_index,split_start_sec,split_end_sec,distance_mi,moving_time_sec,elapsed_time_sec,pace_min_per_mi,avg_hr,max_hr,avg_cadence_raw,avg_cadence_run,elevation_gain_ft,elevation_loss_ft,is_partial_split
A0220,2026-02-14 23:12:55,Morning Run,Run,7,3511.2,4080.8,1.000,569.6,569.6,9.5,139.0,142.0,,,0.0,0.0,FALSE
A0220,2026-02-14 23:12:55,Morning Run,Run,8,4080.8,4630.8,1.000,550,550,9.2,141.7,146.0,,,0.0,0.0,FALSE
A0220,2026-02-14 23:12:55,Morning Run,Run,9,4630.8,5172.7,1.000,541.9,541.9,9.0,151.4,154.0,,,0.0,0.0,FALSE
A0220,2026-02-14 23:12:55,Morning Run,Run,10,5172.7,5713.5,1.000,540.8,540.8,9.0,153.0,153.0,,,0.0,0.0,FALSE
A0220,2026-02-14 23:12:55,Morning Run,Run,11,5713.5,6005,0.345,291.5,291.5,14.1,139.4,153.0,,,0.0,0.0,TRUE
A0229,2026-02-12 02:47:39,Zwift - May Field in Watopia,VirtualRun,1,0,661.6,1.000,615.6,661.6,10.3,126.5,134.0,86.6,173.2,3.3,0.0,FALSE
A0229,2026-02-12 02:47:39,Zwift - May Field in Watopia,VirtualRun,2,661.6,1260,0.783,594.4,598.4,12.7,121.0,135.0,73.9,147.8,0.0,0.0,TRUE
A0230,2026-02-12 02:47:38,Morning Run,Run,1,0,603.6,1.000,603.6,603.6,10.1,146.5,163.0,,,0.0,0.0,FALSE
A0230,2026-02-12 02:47:38,Morning Run,Run,2,603.6,1268,0.883,664.4,664.4,12.5,144.5,165.0,,,0.0,0.0,TRUE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,1,0,642.6,1.000,622.6,642.6,10.4,120.4,143.0,83.3,166.6,3.3,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,2,642.6,1517.6,1.000,618,875,10.3,139.0,151.0,83.6,167.2,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,3,1517.6,2085.9,1.000,568.3,568.3,9.5,147.0,154.0,84.4,168.8,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,4,2085.9,2643.2,1.000,557.3,557.3,9.3,147.9,157.0,85.6,171.2,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,5,2643.2,3234.3,1.000,591.1,591.1,9.9,147.7,158.0,82.1,164.2,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,6,3234.3,3828.1,1.000,593.8,593.8,9.9,148.4,157.0,81.8,163.6,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,7,3828.1,4424.4,1.000,596.2,596.2,9.9,149.8,158.0,81.6,163.2,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,8,4424.4,5015.7,1.000,591.3,591.3,9.9,150.8,159.0,81.8,163.6,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,9,5015.7,5720.6,1.000,705,705,11.8,141.6,159.0,81.0,162.0,0.0,0.0,FALSE
A0233,2026-02-11 09:08:38,Zwift - May Field in Watopia,VirtualRun,10,5720.6,5743,0.025,18.4,22.4,12.4,134.9,137.0,85.7,171.4,0.0,0.0,TRUE
A0242,2026-02-08 04:58:31,Lunch Run,Run,1,0,549.5,1.000,546.5,549.5,9.1,140.2,149.0,,,23.0,45.9,FALSE
A0242,2026-02-08 04:58:31,Lunch Run,Run,2,549.5,1085,1.000,535.5,535.5,8.9,151.2,155.0,,,54.5,19.7,FALSE
A0242,2026-02-08 04:58:31,Lunch Run,Run,3,1085,1675.2,1.000,525.2,590.2,8.8,151.3,156.0,,,18.4,19.0,FALSE
A0242,2026-02-08 04:58:31,Lunch Run,Run,4,1675.2,2234.7,1.000,557.5,559.5,9.3,151.9,155.0,,,15.7,9.8,FALSE
A0242,2026-02-08 04:58:31,Lunch Run,Run,5,2234.7,2759.8,1.000,525.1,525.1,8.8,154.1,159.0,,,21.7,55.8,FALSE
A0242,2026-02-08 04:58:31,Lunch Run,Run,6,2759.8,3295.5,1.000,535.7,535.7,8.9,155.6,159.0,,,17.7,26.9,FALSE
A0242,2026-02-08 04:58:31,Lunch Run,Run,7,3295.5,3327,0.051,29.5,31.5,9.6,157.7,159.0,,,5.2,8.5,TRUE
A0245,2026-02-07 02:50:00,Zwift - May Field in Watopia,VirtualRun,1,0,627.9,0.999,627.9,627.9,10.5,133.1,138.0,87.7,175.4,3.3,0.0,FALSE
A0245,2026-02-07 02:50:00,Zwift - May Field in Watopia,VirtualRun,2,627.9,1220,0.932,588.1,592.1,10.5,136.2,139.0,88.4,176.8,0.0,0.0,TRUE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,1,0,623,1.000,623,623,10.4,120.2,135.0,84.6,169.2,3.3,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,2,623,1183.6,1.000,560.7,560.7,9.3,136.5,144.0,87.8,175.6,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,3,1183.6,1769.3,1.000,585.7,585.7,9.8,140.8,148.0,87.1,174.2,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,4,1769.3,2357.8,1.000,588.5,588.5,9.8,142.0,151.0,82.9,165.8,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,5,2357.8,3004.1,1.000,646.3,646.3,10.8,141.1,154.0,78.1,156.2,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,6,3004.1,3652.7,1.000,648.6,648.6,10.8,143.7,155.0,77.9,155.8,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,7,3652.7,4294.1,1.000,601.4,641.4,10.0,141.9,152.0,81.4,162.8,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,8,4294.1,4949.2,1.000,655.1,655.1,10.9,141.7,152.0,77.5,155.0,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,9,4949.2,5539,1.000,589.8,589.8,9.8,147.8,157.0,82.6,165.2,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,10,5539,6182.3,1.000,643.3,643.3,10.7,146.6,165.0,78.2,156.4,0.0,0.0,FALSE
A0251,2026-02-04 08:34:32,Zwift - May Field in Watopia,VirtualRun,11,6182.3,6656,0.742,469.7,473.7,10.6,151.9,161.0,79.1,158.2,0.0,0.0,TRUE
A0264,2026-02-01 01:15:51,Morning Run,Run,1,0,603.5,1.000,537.5,603.5,9.0,117.0,132.0,,,41.3,24.3,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,2,603.5,1132.3,1.000,528.8,528.8,8.8,141.4,174.0,,,17.1,31.5,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,3,1132.3,1641,1.000,508.6,508.6,8.5,141.8,145.0,,,5.2,38.7,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,4,1641,2139.3,1.000,498.3,498.3,8.3,147.0,150.0,,,8.1,43.3,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,5,2139.3,2691.8,1.000,493.5,552.5,8.2,146.7,154.0,,,44.4,69.6,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,6,2691.8,3186.9,1.000,495.1,495.1,8.3,151.9,155.0,,,17.1,30.2,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,7,3186.9,3704.7,1.000,508.8,517.8,8.5,152.3,155.0,,,30.8,14.4,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,8,3704.7,4234.4,1.000,528.7,529.7,8.8,151.4,154.0,,,43.3,18.4,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,9,4234.4,4788.2,1.000,545.8,553.8,9.1,149.7,153.0,,,41.3,10.5,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,10,4788.2,5334.1,1.000,545.9,545.9,9.1,148.4,150.0,,,43.3,8.5,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,11,5334.1,5869.3,1.000,535.2,535.2,8.9,149.7,155.0,,,30.2,15.1,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,12,5869.3,6400.2,1.000,530.9,530.9,8.9,148.6,150.0,,,9.8,37.4,FALSE
A0264,2026-02-01 01:15:51,Morning Run,Run,13,6400.2,6432,0.055,29.8,31.8,9.0,148.7,150.0,,,0.0,8.5,TRUE
A0270,2026-01-29 03:13:16,Zwift - May Field in Watopia,VirtualRun,1,0,721.8,1.000,721.8,721.8,12.0,108.1,120.0,77.6,155.2,3.3,0.0,FALSE
A0270,2026-01-29 03:13:16,Zwift - May Field in Watopia,VirtualRun,2,721.8,1419.1,1.000,697.3,697.3,11.6,114.3,126.0,79.5,159.0,0.0,0.0,FALSE
A0270,2026-01-29 03:13:16,Zwift - May Field in Watopia,VirtualRun,3,1419.1,1432,0.015,9.9,12.9,10.8,124.7,126.0,89.0,178.0,0.0,0.0,TRUE
A0273,2026-01-28 06:57:52,Zwift - May Field in Watopia,VirtualRun,1,0,638.8,1.000,635.8,638.8,10.6,119.9,126.0,87.6,175.2,3.3,0.0,FALSE
A0273,2026-01-28 06:57:52,Zwift - May Field in Watopia,VirtualRun,2,638.8,1253.7,1.000,614.9,614.9,10.3,127.5,133.0,88.6,177.2,0.0,0.0,FALSE
A0273,2026-01-28 06:57:52,Zwift - May Field in Watopia,VirtualRun,3,1253.7,1855.6,1.000,601.8,601.8,10.0,134.1,139.0,88.6,177.2,0.0,0.0,FALSE
A0273,2026-01-28 06:57:52,Zwift - May Field in Watopia,VirtualRun,4,1855.6,2450.5,1.000,595,595,9.9,136.9,140.0,88.9,177.8,0.0,0.0,FALSE
A0273,2026-01-28 06:57:52,Zwift - May Field in Watopia,VirtualRun,5,2450.5,3046.3,1.000,595.8,595.8,9.9,135.2,138.0,89.3,178.6,0.0,0.0,FALSE
A0273,2026-01-28 06:57:52,Zwift - May Field in Watopia,VirtualRun,6,3046.3,3058,0.013,9.7,11.7,12.0,132.8,134.0,88.7,177.4,0.0,0.0,TRUE
A0274,2026-01-28 06:55:51,Afternoon Run,Run,1,0,665.3,1.000,665.3,665.3,11.1,128.4,150.0,,,0.0,0.0,FALSE
A0274,2026-01-28 06:55:51,Afternoon Run,Run,2,665.3,1237.7,1.000,572.4,572.4,9.5,153.5,157.0,,,0.0,0.0,FALSE
A0274,2026-01-28 06:55:51,Afternoon Run,Run,3,1237.7,1807.1,1.000,569.4,569.4,9.5,156.0,156.0,,,0.0,0.0,FALSE
A0274,2026-01-28 06:55:51,Afternoon Run,Run,4,1807.1,2373.1,1.000,566,566,9.4,157.9,161.0,,,0.0,0.0,FALSE
A0274,2026-01-28 06:55:51,Afternoon Run,Run,5,2373.1,2934.4,1.000,561.3,561.3,9.4,160.0,161.0,,,0.0,0.0,FALSE
A0274,2026-01-28 06:55:51,Afternoon Run,Run,6,2934.4,3173,0.417,238.6,238.6,9.5,160.0,160.0,,,0.0,0.0,TRUE
A0282,2026-01-25 04:29:35,Lunch Run,Run,1,0,549.2,1.000,543.2,549.2,9.1,136.0,136.0,,,15.7,34.8,FALSE
A0282,2026-01-25 04:29:35,Lunch Run,Run,2,549.2,1104.4,1.000,552.3,555.3,9.2,136.3,139.0,,,17.7,13.1,FALSE
A0282,2026-01-25 04:29:35,Lunch Run,Run,3,1104.4,1670.1,1.000,565.7,565.7,9.4,138.5,142.0,,,24.9,2.6,FALSE
A0282,2026-01-25 04:29:35,Lunch Run,Run,4,1670.1,2216,1.000,545.9,545.9,9.1,143.8,147.0,,,2.0,24.9,FALSE
A0282,2026-01-25 04:29:35,Lunch Run,Run,5,2216,2759.7,1.000,543.6,543.6,9.1,147.1,149.0,,,9.2,14.4,FALSE
A0282,2026-01-25 04:29:35,Lunch Run,Run,6,2759.7,3321.7,1.000,562,562,9.4,148.3,151.0,,,23.0,11.8,FALSE
A0282,2026-01-25 04:29:35,Lunch Run,Run,7,3321.7,3334,0.013,9.3,12.3,11.8,149.3,150.0,,,0.0,11.8,TRUE
A0285,2026-01-24 04:04:20,Zwift - May Field in Watopia,VirtualRun,1,0,664.9,0.999,664.9,664.9,11.1,134.6,144.0,82.5,165.0,3.3,0.0,FALSE
A0285,2026-01-24 04:04:20,Zwift - May Field in Watopia,VirtualRun,2,664.9,1213,0.932,545.1,548.1,9.8,144.8,146.0,89.9,179.8,0.0,0.0,TRUE
A0295,2026-01-22 01:51:55,Zwift - May Field in Watopia,VirtualRun,1,0,604.3,1.000,597.3,604.3,10.0,133.8,139.0,88.9,177.8,3.3,0.0,FALSE
A0295,2026-01-22 01:51:55,Zwift - May Field in Watopia,VirtualRun,2,604.3,1218,0.828,609.7,613.7,12.3,126.4,141.0,75.9,151.8,0.0,0.0,TRUE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,1,0,585.4,1.000,566.4,585.4,9.4,131.9,171.0,,,107.2,196.9,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,2,585.4,1351.8,1.000,764.4,766.4,12.7,135.9,141.0,,,353.4,0.0,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,3,1351.8,2037,1.000,681.2,685.2,11.4,137.7,141.0,,,212.6,26.2,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,4,2037,2695.8,1.000,658.7,658.7,11.0,138.5,143.0,,,180.9,57.1,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,5,2695.8,3359.6,1.000,662.8,663.8,11.1,140.1,144.0,,,191.8,10.5,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,6,3359.6,3928.1,1.000,567.5,568.5,9.5,140.1,147.0,,,55.8,100.4,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,7,3928.1,4462.3,1.000,534.2,534.2,8.9,138.5,143.0,,,18.4,205.5,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,8,4462.3,5014.3,1.000,552,552,9.2,135.2,142.0,,,47.2,244.6,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,9,5014.3,5571.6,1.000,556.3,557.3,9.3,132.5,139.0,,,29.5,256.7,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,10,5571.6,6112.5,1.000,539.9,540.9,9.0,133.2,143.0,,,35.4,291.2,FALSE
A0297,2026-01-21 08:06:36,Afternoon Run,Run,11,6112.5,6515,0.580,399.5,402.5,11.5,143.3,147.0,,,167.3,7.9,TRUE
A0306,2026-01-18 02:18:03,Morning Run,Run,1,0,591,1.000,584,591,9.7,116.5,130.0,,,103.7,207.3,FALSE
A0306,2026-01-18 02:18:03,Morning Run,Run,2,591,1193.5,1.000,599.6,602.6,10.0,131.1,136.0,,,154.9,135.5,FALSE
A0306,2026-01-18 02:18:03,Morning Run,Run,3,1193.5,1836,1.000,638.4,642.4,10.6,134.2,139.0,,,152.2,102.0,FALSE
A0306,2026-01-18 02:18:03,Morning Run,Run,4,1836,2418.7,1.000,581.7,582.7,9.7,135.7,142.0,,,94.5,159.4,FALSE
A0306,2026-01-18 02:18:03,Morning Run,Run,5,2418.7,3085.1,1.000,661.5,666.5,11.0,134.5,139.0,,,155.5,148.4,FALSE
A0306,2026-01-18 02:18:03,Morning Run,Run,6,3085.1,3752.7,1.000,657.6,667.6,11.0,136.2,141.0,,,153.5,108.7,FALSE
A0306,2026-01-18 02:18:03,Morning Run,Run,7,3752.7,4390.4,1.000,615.7,637.7,10.3,135.2,141.0,,,135.4,153.1,FALSE
A0306,2026-01-18 02:18:03,Morning Run,Run,8,4390.4,4539,0.199,145.6,148.6,12.2,141.6,145.0,,,60.8,6.6,TRUE
A0313,2026-01-15 08:00:30,Zwift - May Field in Watopia,VirtualRun,1,0,614.4,1.000,613.4,614.4,10.2,134.2,141.0,87.4,174.8,3.3,0.0,FALSE
A0313,2026-01-15 08:00:30,Zwift - May Field in Watopia,VirtualRun,2,614.4,1203.2,1.000,588.9,588.9,9.8,139.6,143.0,88.1,176.2,0.0,0.0,FALSE
A0313,2026-01-15 08:00:30,Zwift - May Field in Watopia,VirtualRun,3,1203.2,1217,0.015,10.8,13.8,11.7,139.5,141.0,87.9,175.8,0.0,0.0,TRUE
A0314,2026-01-15 08:00:23,Afternoon Run,Run,1,0,558,1.000,558,558,9.3,133.5,140.0,,,0.0,0.0,FALSE
A0314,2026-01-15 08:00:23,Afternoon Run,Run,2,558,1108.8,1.000,550.8,550.8,9.2,139.4,141.0,,,0.0,0.0,FALSE
A0314,2026-01-15 08:00:23,Afternoon Run,Run,3,1108.8,1235,0.196,126.2,126.2,10.8,141.0,143.0,,,0.0,0.0,TRUE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,1,0,615.7,1.000,606.7,615.7,10.1,125.1,140.0,85.8,171.6,3.3,0.0,FALSE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,2,615.7,1162.7,1.000,547.1,547.1,9.1,140.7,148.0,87.1,174.2,0.0,0.0,FALSE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,3,1162.7,1748.6,1.000,585.9,585.9,9.8,143.6,152.0,84.1,168.2,0.0,0.0,FALSE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,4,1748.6,2475.5,1.000,726.9,726.9,12.1,129.5,151.0,72.3,144.6,0.0,0.0,FALSE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,5,2475.5,3084.7,1.000,609.2,609.2,10.2,145.5,162.0,78.6,157.2,0.0,0.0,FALSE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,6,3084.7,3615.2,1.000,530.5,530.5,8.8,149.9,164.0,85.5,171.0,0.0,0.0,FALSE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,7,3615.2,4258.4,1.000,643.2,643.2,10.7,144.8,163.0,76.7,153.4,0.0,0.0,FALSE
A0317,2026-01-14 07:46:30,Zwift - May Field in Watopia,VirtualRun,8,4258.4,4833,0.718,571.6,574.6,13.3,134.8,165.0,73.6,147.2,0.0,0.0,TRUE
